Budget FY,Fiscal Period,Fiscal Period Name,Function,Spec Dept,Dept #,Dept,Amount
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,8
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,28
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,1
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,38.88
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,55
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,8
2012,7,January,Agriculture and Natural Resources,blind,9,Agriculture and Land Stewardship,9
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Human Services,Iowa Veterans Home,671,Iowa Veterans Home,11
2012,7,January,Human Services,Iowa Veterans Home,671,Iowa Veterans Home,476.66
2012,7,January,Human Services,Iowa Veterans Home,671,Iowa Veterans Home,2
2012,7,January,Human Services,Iowa Veterans Home,671,Iowa Veterans Home,10
2012,7,January,Human Services,Iowa Veterans Home,671,Iowa Veterans Home,4
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,6
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,3
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,11.94
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,3.11
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,10.46
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,325
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,49
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,23
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,185
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,11
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,43
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,7
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,176.55
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,1
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,360.78
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,6
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,60.52
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,12
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,8
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,-114
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,9
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,356.79
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,392.87
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,85.96
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,600
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,8.26
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,15.46
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Transportation,Transportation,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,118.7
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,8
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,481.53
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,17
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,2
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,18
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,52.02
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,501.63
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,70.52
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,707.28
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,443.39
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,11.49
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,137.52
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,58.01
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,8
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,276.16
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,6
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,4
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,76.95
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,139
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,18
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,633.05
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,79.02
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,925
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,652.98
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,36
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,8.21
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,78
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,151
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,9
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,302.74
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,71.37
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,8
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,-1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,3
2012,7,January,Human Services,Human Services,,,
2012,7,January,Justice System,Attorney General,112,Justice,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Justice System,Public Defense,,,
2012,7,Januar,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,4
2012,7,Januar,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,108.5
2012,7,Januar,Justice System,Attorney General,112,Justice,
2012,7,Januar,Human Services,Veterans Affairs,,,
2012,7,Januar,Human Services,Veterans Affairs,,,
2012,7,Januar,Human Services,Veterans Affairs,,,
2012,7,Januar,Human Services,Public Health,,,
2012,7,Januar,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,8,Februar,Legislative Branch,Legislative Branch,500,House of Representatives,654.93
2012,7,January,Education,Education,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2k12,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,215.32
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,29
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,124.05
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,6
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,33
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,17
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,480
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,138.84
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,676.1
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,569
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,297
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,5
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,835
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,4
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,5
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,6
2012,7,January,Justice System,Attorney General,112,Justice,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Governor's Office of Drug Control Policy,642,Office of Drug Control Policy,17
2012,7,January,Capital,Regents Capital,616,Regents Capital,51
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,13
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,26
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,5
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,38
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,22
2012,7,January,Capital,Iowa Veterans Home Capital,672,Iowa Veterans Home Capital,754.56
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,334
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,162
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,117
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,23
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,2
2012,7,January,Capital,Corrections Capital,255,Corrections Capital,48
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,417
2012,7,January,Capital,Administrative Services - Capitals,335,Administrative Services - Capitals,9
2012,7,January,Administration and Regulation,Treasurer of State,655,Treasurer of State,1
2012,7,January,Capital,Economic Development Capitals,275,Economic Development Capitals,374
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,12
2012,7,January,Economic Development,Iowa Finance Authority,270,Iowa Finance Authority,30
2012,7,January,Economic Development,Iowa Finance Authority,270,Iowa Finance Authority,1
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,1
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,308.57
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,738.75
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,1
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,35
2012,7,January,Capital,Natural Resources Capital,543,Natural Resources Capital,394
2012,7,January,Capital,Cultural Affairs Capital,265,Cultural Affairs Capital,25
2012,7,January,Transportation,Transportation,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,16
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,144.5
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,69.19
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,27
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,12.52
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,17.36
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,153
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,225
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,210.62
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,668.21
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,28.6
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,8.51
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,4.21
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.04
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,17.07
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.95
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,751.11
2012,7,January,Administration and Regulation,Secretary of State,635,Secretary of State,15
2012,7,January,Administration and Regulation,Secretary of State,635,Secretary of State,8
2012,7,January,Administration and Regulation,Secretary of State,635,Secretary of State,32
2012,7,January,Administration and Regulation,Secretary of State,635,Secretary of State,2
2012,7,January,Human Services,Human Services,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Administration and Regulation,Treasurer of State,656,Underground Storage Tanks,21
2012,7,January,Administration and Regulation,Treasurer of State,656,Underground Storage Tanks,8
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,212
2012,7,January,Justice System,Corrections,,,
2012,7,January,Justice System,Corrections,,,
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,1
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,31
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,7
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,500
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,97
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,183
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,27
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,85
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,172
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,36
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,39
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,5
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,57.48
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,288
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,15.43
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,2
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,12
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,4
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,10
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,1
2012,7,January,Agriculture and Natural Resources,blind,9,Agriculture and Land Stewardship,2
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,13.67
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,2
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,2
2012,7,January,Administration and Regulation,Administrative Services,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Administration and Regulation,Treasurer of State,656,Underground Storage Tanks,53
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
