id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14783394,71379648,Brooklyn,Bushwick,Private room,62,3,7,31-03-2018,0.22,1,0
14783847,32507569,Manhattan,Midtown,Entire home/apt,200,6,23,01-07-2019,2.23,1,89
14784377,40223194,Manhattan,Harlem,Private room,75,2,3,12-11-2016,0.09,1,0
14784557,767764,Manhattan,Hell's Kitchen,Entire home/apt,200,3,31,03-07-2019,0.94,1,51
14784793,11427836,Brooklyn,Flatbush,Entire home/apt,160,2,18,22-04-2019,0.52,1,0
14787061,92324633,Manhattan,East Harlem,Private room,100,2,7,04-09-2017,0.21,1,32
14787179,92325527,Brooklyn,Williamsburg,Private room,100,2,124,03-07-2019,3.65,1,58
14787406,19544315,Manhattan,Washington Heights,Private room,58,1,1,21-09-2016,0.03,2,0
14787776,46220101,Brooklyn,Williamsburg,Private room,120,3,2,12-05-2019,0.23,1,149
14788009,69029231,Queens,Ditmars Steinway,Entire home/apt,95,3,89,18-06-2019,2.6,1,259
14789008,26759986,Brooklyn,Manhattan Beach,Entire home/apt,150,30,2,20-09-2016,0.06,1,0
14790550,21426910,Brooklyn,Gravesend,Entire home/apt,150,2,145,01-07-2019,4.24,2,35
14795784,2140246,Brooklyn,Crown Heights,Entire home/apt,95,3,10,19-05-2019,0.3,1,188
14796894,16098958,Manhattan,Chelsea,Entire home/apt,250,30,1,07-01-2017,0.03,96,319
14798850,92441472,Brooklyn,Bedford-Stuyvesant,Private room,37,2,1,30-08-2016,0.03,1,0
14798941,1385016,Brooklyn,Bushwick,Private room,75,5,4,26-09-2017,0.12,1,88
14800184,82715129,Brooklyn,Bedford-Stuyvesant,Private room,67,2,87,30-06-2019,2.51,1,60
14802377,11272233,Brooklyn,Crown Heights,Private room,59,1,7,21-06-2019,0.2,2,189
14802396,42569610,Brooklyn,Park Slope,Entire home/apt,227,30,2,12-02-2017,0.06,1,250
14803168,92481239,Manhattan,Upper West Side,Entire home/apt,160,3,4,29-07-2018,0.28,1,2
14804661,92493393,Staten Island,West Brighton,Entire home/apt,125,2,96,01-07-2019,2.82,5,362
14804934,14614459,Manhattan,East Harlem,Private room,50,3,14,03-06-2018,0.41,4,0
14805984,92509632,Brooklyn,Canarsie,Entire home/apt,80,2,83,11-03-2018,2.42,1,0
14807279,43853650,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,4,112,30-06-2019,3.23,1,136
14807332,92520154,Manhattan,Hell's Kitchen,Private room,180,1,319,01-07-2019,9.24,1,57
14807716,49704571,Brooklyn,Greenpoint,Entire home/apt,109,30,6,10-08-2018,0.2,8,176
14807890,9060571,Manhattan,Upper West Side,Private room,100,1,86,05-07-2019,2.5,1,34
14808499,49704571,Brooklyn,Williamsburg,Entire home/apt,79,30,11,31-05-2019,0.35,8,136
14808561,15724675,Queens,Woodside,Private room,105,2,9,14-08-2017,0.26,2,0
14808832,7917247,Manhattan,Upper East Side,Entire home/apt,125,2,102,15-06-2019,3.21,1,35
14808890,51550484,Queens,Richmond Hill,Private room,47,2,25,10-06-2019,1.13,2,152
14809302,40236384,Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,19,04-04-2017,0.55,2,0
14809342,3599088,Manhattan,Nolita,Entire home/apt,120,19,5,25-03-2018,0.17,2,0
14815997,3979831,Manhattan,Upper East Side,Entire home/apt,195,2,90,26-06-2019,2.59,1,134
14817571,90043913,Queens,Astoria,Private room,60,2,2,10-06-2019,1.22,2,34
14817574,88398053,Manhattan,Greenwich Village,Private room,99,2,5,20-08-2017,0.15,1,0
14818234,80782387,Manhattan,Gramercy,Entire home/apt,300,3,11,27-05-2019,0.32,1,0
14819796,40611169,Brooklyn,Carroll Gardens,Entire home/apt,250,1,62,28-06-2019,1.79,5,178
14821133,1772952,Manhattan,East Village,Entire home/apt,105,4,18,22-04-2018,0.52,1,0
14821756,31307789,Queens,Corona,Shared room,27,2,16,07-06-2019,0.48,2,365
14822309,16978120,Manhattan,Harlem,Private room,65,30,7,30-04-2019,0.21,2,225
14823020,22388424,Queens,Ridgewood,Private room,42,3,6,13-06-2019,0.18,2,52
14823077,20707006,Manhattan,East Harlem,Private room,100,4,1,03-01-2017,0.03,1,0
14823526,9390190,Manhattan,SoHo,Private room,120,1,9,28-10-2018,0.35,4,89
14824160,1319462,Manhattan,Chinatown,Entire home/apt,199,3,19,22-06-2019,0.56,2,11
14824230,92690603,Manhattan,Morningside Heights,Private room,85,3,49,14-06-2019,1.46,1,2
14824875,68082479,Brooklyn,East New York,Entire home/apt,135,30,108,20-06-2019,3.12,2,206
14825405,24676472,Brooklyn,Brighton Beach,Shared room,50,1,1,09-10-2016,0.03,1,0
14826817,92720308,Brooklyn,Flatbush,Private room,120,1,87,12-06-2019,2.53,3,313
14826900,25161779,Brooklyn,Williamsburg,Entire home/apt,160,3,2,31-07-2017,0.06,1,0
14827265,9390190,Manhattan,SoHo,Private room,120,1,25,01-07-2019,0.75,4,89
14827418,9390190,Manhattan,SoHo,Private room,120,1,24,19-05-2019,0.71,4,89
14827512,9390190,Manhattan,SoHo,Shared room,100,1,51,01-07-2019,1.48,4,82
14832329,12368999,Brooklyn,Clinton Hill,Private room,72,1,2,11-09-2016,0.06,1,0
14834733,92002479,Brooklyn,Bushwick,Private room,72,1,96,23-06-2019,3.13,2,365
14835065,77722758,Manhattan,Greenwich Village,Entire home/apt,200,1,4,30-12-2017,0.12,1,0
14835632,29480857,Brooklyn,Bushwick,Private room,48,2,11,30-12-2017,0.32,1,0
14835670,92602590,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,2,27,05-05-2018,0.79,1,0
14837052,46564548,Manhattan,Tribeca,Entire home/apt,800,13,2,16-07-2018,0.14,1,173
14837884,91280958,Manhattan,SoHo,Private room,49,3,1,15-09-2016,0.03,1,0
14838160,20480059,Brooklyn,Fort Greene,Private room,65,4,48,22-05-2019,1.38,3,0
14838808,43599290,Manhattan,SoHo,Private room,129,2,26,22-05-2019,0.76,2,89
14839106,60968776,Brooklyn,Williamsburg,Private room,113,3,27,19-06-2019,0.78,1,37
14839830,48630747,Queens,Flushing,Entire home/apt,100,1,197,24-06-2019,5.81,1,342
14839995,39543399,Brooklyn,Park Slope,Entire home/apt,175,3,29,06-05-2019,0.85,1,282
14840286,9977688,Brooklyn,Bedford-Stuyvesant,Entire home/apt,575,4,6,31-12-2018,0.19,1,179
14840323,18198110,Brooklyn,Bushwick,Entire home/apt,135,2,6,31-10-2016,0.17,1,0
14840822,74974718,Manhattan,Midtown,Private room,200,5,41,01-07-2019,1.2,1,333
14841128,92333417,Brooklyn,Bedford-Stuyvesant,Entire home/apt,152,3,132,24-06-2019,4.13,2,321
14841838,92872782,Queens,Jackson Heights,Entire home/apt,140,2,115,24-06-2019,3.34,1,298
14842856,90864500,Brooklyn,Sunset Park,Entire home/apt,800,1,1,13-08-2017,0.04,1,364
14842991,4611487,Manhattan,Upper East Side,Private room,95,4,101,26-06-2019,2.94,1,49
14843464,49704571,Brooklyn,Greenpoint,Entire home/apt,80,30,8,08-06-2019,0.26,8,152
14843553,493093,Manhattan,Chelsea,Entire home/apt,215,3,88,01-07-2019,2.59,1,200
14850904,92963740,Brooklyn,Sunset Park,Entire home/apt,140,2,83,30-06-2019,2.4,2,7
14851247,51843917,Manhattan,East Harlem,Entire home/apt,110,29,9,02-04-2018,0.26,1,35
14851292,64161144,Manhattan,East Harlem,Entire home/apt,100,2,9,15-01-2017,0.26,1,0
14851530,50374022,Brooklyn,Williamsburg,Private room,100,3,2,22-05-2017,0.06,2,0
14853361,92986768,Brooklyn,Navy Yard,Entire home/apt,94,3,5,06-01-2018,0.14,1,0
14854002,3274903,Queens,Sunnyside,Private room,76,3,9,16-06-2019,0.97,1,112
14854013,20616761,Queens,Sunnyside,Entire home/apt,150,2,51,09-06-2019,1.48,1,329
14854430,39942789,Manhattan,East Village,Entire home/apt,195,2,48,05-06-2019,1.41,1,344
14854453,10737943,Manhattan,Upper East Side,Private room,49,25,5,01-06-2019,0.15,10,284
14855614,92067070,Manhattan,Midtown,Entire home/apt,500,1,5,26-09-2018,0.15,1,361
14856742,26434803,Brooklyn,Bushwick,Private room,45,10,1,05-09-2016,0.03,2,0
14856799,27673980,Queens,Flushing,Private room,50,1,54,15-04-2019,1.56,8,78
14858190,17540607,Manhattan,East Village,Entire home/apt,295,4,2,09-03-2018,0.09,1,0
14858485,93044732,Brooklyn,Bedford-Stuyvesant,Private room,65,1,3,19-09-2016,0.09,1,0
14858544,93044932,Manhattan,Chelsea,Entire home/apt,90,1,80,22-06-2019,2.32,1,73
14858777,9030453,Manhattan,Harlem,Private room,71,5,6,20-09-2017,0.18,2,305
14864014,322716,Brooklyn,Crown Heights,Entire home/apt,155,7,19,18-06-2019,0.56,5,333
14865705,16795575,Queens,Flushing,Private room,40,1,6,13-09-2016,0.17,2,0
14867152,32597915,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,2,4,06-12-2016,0.12,1,0
14868158,93148942,Brooklyn,Bushwick,Private room,50,1,9,05-08-2017,0.26,2,0
14868347,30283594,Manhattan,Midtown,Entire home/apt,199,30,1,25-10-2017,0.05,121,189
14868631,40222216,Brooklyn,Bedford-Stuyvesant,Entire home/apt,136,2,7,26-06-2019,2.84,1,255
14868857,49704571,Brooklyn,Williamsburg,Entire home/apt,80,30,10,21-04-2019,0.32,8,97
14869260,84403365,Manhattan,Upper East Side,Private room,65,1,1,11-06-2017,0.04,1,0
14869271,83611652,Brooklyn,Park Slope,Entire home/apt,200,1,4,20-08-2018,0.15,1,20
14869440,7128634,Brooklyn,Crown Heights,Entire home/apt,148,2,16,30-09-2018,0.49,1,0
14870802,34252002,Manhattan,Nolita,Private room,100,2,10,19-03-2017,0.29,1,0
14871074,7675569,Brooklyn,Bushwick,Private room,90,2,5,13-08-2017,0.15,1,0
14871736,21327336,Brooklyn,Boerum Hill,Entire home/apt,239,2,10,28-04-2019,0.29,1,11
14878046,2909294,Manhattan,Chinatown,Entire home/apt,150,1,23,01-07-2019,1.42,1,14
14880613,4289248,Manhattan,East Village,Entire home/apt,300,2,22,26-05-2019,0.64,1,8
14881637,15310997,Manhattan,Midtown,Entire home/apt,125,30,3,04-05-2019,0.09,9,0
14881794,45748188,Manhattan,Morningside Heights,Private room,60,2,20,13-08-2017,0.59,1,0
14882046,91466201,Manhattan,Harlem,Entire home/apt,200,3,25,21-06-2019,0.73,1,89
14882137,93316008,Queens,Ridgewood,Private room,50,5,2,21-09-2016,0.06,1,280
14882309,92720308,Brooklyn,Flatbush,Private room,100,1,134,19-06-2019,3.95,3,307
14883818,93335548,Queens,Ridgewood,Entire home/apt,50,3,111,26-06-2019,3.21,1,65
14885186,24140532,Brooklyn,Bedford-Stuyvesant,Private room,50,3,86,26-06-2019,2.57,4,0
14886600,93373413,Manhattan,Midtown,Entire home/apt,198,2,22,30-06-2019,0.64,1,8
14887088,1352304,Queens,Rockaway Beach,Entire home/apt,200,3,24,08-06-2019,0.71,1,131
14888012,93392260,Brooklyn,East New York,Private room,55,5,27,08-06-2019,0.81,2,42
14892623,93441980,Staten Island,South Beach,Private room,80,1,38,05-05-2019,1.1,1,308
14894267,10459594,Manhattan,Upper West Side,Entire home/apt,165,3,2,17-10-2017,0.06,1,0
14899111,36435055,Manhattan,West Village,Entire home/apt,415,2,57,01-07-2019,1.68,2,22
14902084,1445618,Manhattan,Financial District,Entire home/apt,235,3,3,23-10-2016,0.09,1,0
14909867,75463219,Queens,Forest Hills,Private room,99,1,26,10-06-2019,0.93,1,284
14911628,87848042,Manhattan,Hell's Kitchen,Entire home/apt,180,7,17,30-06-2019,0.53,1,5
14911767,3609819,Brooklyn,Park Slope,Entire home/apt,180,31,8,04-03-2019,0.23,1,179
14912574,107675,Brooklyn,Flatbush,Entire home/apt,100,3,4,22-03-2019,0.12,1,69
14913167,71093067,Brooklyn,Crown Heights,Private room,88,1,8,23-10-2016,0.23,1,0
14913197,60852834,Brooklyn,Greenpoint,Private room,56,1,154,15-06-2019,4.49,2,44
14913358,15670189,Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,2,6,30-06-2019,0.66,1,9
14913941,51752700,Brooklyn,Crown Heights,Entire home/apt,93,3,48,25-05-2019,1.42,1,3
14914048,93691661,Manhattan,Washington Heights,Private room,60,2,73,18-06-2019,2.13,2,136
14914739,93699493,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,3,41,29-06-2019,1.2,1,30
14915099,7216016,Brooklyn,Williamsburg,Entire home/apt,225,2,51,21-04-2019,1.51,1,0
14915616,37821056,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,400,14,2,30-10-2016,0.06,4,90
14916773,7848317,Brooklyn,Windsor Terrace,Entire home/apt,130,2,5,21-07-2017,0.15,2,0
14916806,11227830,Brooklyn,Williamsburg,Entire home/apt,249,2,43,23-06-2019,1.27,1,38
14917475,93734865,Brooklyn,Bushwick,Entire home/apt,85,30,42,28-02-2019,1.24,1,355
14917765,24421177,Bronx,Kingsbridge,Private room,30,2,56,12-06-2019,1.68,1,38
14918238,93743081,Brooklyn,Bedford-Stuyvesant,Private room,60,1,204,04-07-2019,5.92,1,163
14918404,92720308,Brooklyn,Flatbush,Private room,80,1,97,17-06-2019,2.9,3,286
14926631,93839620,Manhattan,Hell's Kitchen,Private room,129,1,133,05-07-2019,3.95,1,61
14926698,2809938,Brooklyn,Vinegar Hill,Shared room,250,2,37,06-06-2019,1.09,1,83
14928089,71176668,Manhattan,Harlem,Private room,110,2,26,24-10-2018,0.76,4,280
14928996,32545798,Brooklyn,Williamsburg,Private room,75,2,8,29-06-2017,0.23,5,0
14932887,30283594,Manhattan,Hell's Kitchen,Entire home/apt,199,30,2,10-05-2019,0.08,121,365
14933521,93020402,Manhattan,Harlem,Entire home/apt,129,3,67,01-07-2019,1.96,1,0
14933893,60904698,Manhattan,Upper East Side,Private room,75,1,3,19-09-2016,0.09,1,0
14935001,59839625,Queens,Sunnyside,Entire home/apt,105,2,48,16-06-2019,1.42,1,13
14935151,69711528,Bronx,Parkchester,Private room,49,3,25,15-06-2018,0.73,2,0
14936181,11293255,Brooklyn,Bedford-Stuyvesant,Private room,215,3,3,24-09-2017,0.1,1,0
14936709,55547933,Manhattan,Inwood,Entire home/apt,85,3,4,13-07-2018,0.18,1,0
14945219,5792120,Brooklyn,Bushwick,Entire home/apt,102,1,44,26-06-2019,1.3,1,38
14945274,32357900,Bronx,Fieldston,Private room,85,2,16,01-09-2017,0.47,1,0
14945585,94039418,Brooklyn,Bushwick,Private room,25,2,1,12-09-2016,0.03,1,0
14946381,94044308,Manhattan,Washington Heights,Private room,41,2,57,07-01-2018,1.67,1,0
14947252,14564237,Brooklyn,Williamsburg,Entire home/apt,280,10,5,21-09-2018,0.14,1,0
14948249,75310263,Manhattan,Hell's Kitchen,Entire home/apt,165,5,1,21-09-2016,0.03,1,0
14949281,91445933,Manhattan,Theater District,Private room,40,1,163,19-06-2019,4.75,1,102
14949923,94087334,Manhattan,Upper West Side,Private room,120,1,20,24-06-2019,0.59,1,81
14951904,21679450,Manhattan,Harlem,Private room,60,7,4,02-11-2018,0.12,2,0
14952053,93368072,Brooklyn,Cypress Hills,Private room,70,1,174,30-06-2019,5.06,1,109
14952649,94118056,Manhattan,Washington Heights,Entire home/apt,130,3,10,03-09-2018,0.29,1,188
14959195,67126282,Brooklyn,Bedford-Stuyvesant,Private room,80,1,4,24-11-2016,0.12,1,0
14959206,41177070,Brooklyn,Williamsburg,Entire home/apt,145,3,96,26-06-2019,2.87,2,0
14959966,7903711,Manhattan,Upper East Side,Entire home/apt,260,2,8,23-05-2018,0.23,1,0
14961122,16586817,Brooklyn,Bedford-Stuyvesant,Entire home/apt,86,4,55,31-05-2019,1.62,1,17
14961253,94196548,Manhattan,Upper East Side,Entire home/apt,219,1,5,21-05-2017,0.16,1,0
14963404,7848317,Brooklyn,Windsor Terrace,Private room,90,2,3,21-10-2017,0.11,2,0
14963583,94219511,Manhattan,Harlem,Private room,70,3,3,01-01-2019,0.09,2,0
14966184,9171744,Manhattan,East Harlem,Private room,85,2,87,28-06-2019,2.54,1,1
14966692,11685844,Queens,Astoria,Entire home/apt,125,5,2,10-04-2017,0.06,1,0
14967790,94263025,Brooklyn,Bushwick,Private room,60,1,11,18-02-2018,0.57,2,0
14967881,8547368,Manhattan,Upper East Side,Entire home/apt,225,2,84,07-06-2019,2.47,1,27
14967994,94265445,Brooklyn,Canarsie,Entire home/apt,100,2,161,26-06-2019,4.78,1,327
14968000,24805685,Brooklyn,Park Slope,Entire home/apt,218,2,117,08-07-2019,3.41,1,226
14968403,49508002,Brooklyn,Bushwick,Entire home/apt,200,3,6,27-08-2018,0.22,1,194
14968436,16686968,Manhattan,Harlem,Private room,55,2,114,27-05-2019,3.34,1,270
14968939,33799659,Brooklyn,Williamsburg,Private room,90,3,17,16-06-2019,0.5,1,4
14969217,2260600,Brooklyn,Bushwick,Entire home/apt,105,5,26,20-05-2019,0.77,1,269
14972714,26502234,Manhattan,Harlem,Entire home/apt,195,7,28,23-06-2019,0.92,1,285
14976368,4025366,Brooklyn,Williamsburg,Entire home/apt,150,2,14,15-06-2019,0.41,1,363
14980174,28220309,Manhattan,Upper East Side,Entire home/apt,185,4,2,28-10-2016,0.06,1,0
14981124,24140532,Brooklyn,Bedford-Stuyvesant,Private room,50,3,63,07-06-2019,1.91,4,291
14981522,94404356,Brooklyn,Greenpoint,Private room,70,1,39,05-07-2019,1.66,2,15
14982260,10162189,Queens,Astoria,Entire home/apt,180,4,45,30-06-2019,1.32,1,351
14982907,74331597,Queens,St. Albans,Private room,65,2,74,11-05-2019,2.16,5,174
14983453,57049951,Manhattan,Harlem,Private room,69,2,100,02-07-2019,3.09,9,345
14984002,65359432,Queens,Astoria,Entire home/apt,500,3,3,29-06-2017,0.09,2,0
14987023,344035,Brooklyn,Prospect Heights,Private room,40,1,168,06-07-2019,4.91,13,309
14987516,94467583,Queens,Rosedale,Entire home/apt,85,2,31,07-01-2019,0.92,1,142
14988134,141914,Manhattan,Gramercy,Entire home/apt,250,1,3,20-12-2018,0.15,1,312
14988596,91545870,Manhattan,Upper East Side,Entire home/apt,69,1,99,03-07-2019,5.22,2,42
14989532,23208658,Manhattan,East Harlem,Entire home/apt,270,3,70,16-06-2019,2.06,3,255
14989615,92596736,Queens,Elmhurst,Private room,53,3,2,07-07-2019,0.06,1,358
14991887,94513501,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,33,23-06-2019,2.12,1,166
14992784,24489871,Queens,Forest Hills,Private room,52,1,14,16-04-2017,0.43,2,249
14994076,310670,Bronx,Eastchester,Entire home/apt,299,2,2,21-05-2019,0.18,13,358
14994367,16098958,Manhattan,Hell's Kitchen,Entire home/apt,175,30,1,31-07-2017,0.04,96,311
14995212,94553067,Bronx,Bronxdale,Private room,43,4,10,03-01-2017,0.3,1,88
14995382,94555248,Brooklyn,East Flatbush,Private room,50,1,35,16-06-2019,1.03,2,365
15001872,91997718,Brooklyn,Bushwick,Private room,70,1,109,30-06-2019,3.19,1,364
15003711,62345,Brooklyn,South Slope,Private room,78,1,80,26-06-2019,2.44,1,30
15003721,94555248,Brooklyn,East Flatbush,Private room,50,1,43,20-06-2019,1.26,2,266
15003930,15310997,Manhattan,Upper East Side,Entire home/apt,200,30,4,02-02-2019,0.17,9,364
15004091,50688724,Brooklyn,Williamsburg,Private room,60,3,76,21-06-2019,2.24,2,89
15005115,440145,Manhattan,Civic Center,Entire home/apt,150,2,8,29-12-2018,0.23,1,58
15008979,94707512,Queens,Ozone Park,Private room,75,1,212,30-06-2019,6.19,1,164
15009556,4522961,Brooklyn,Sunset Park,Entire home/apt,150,4,123,22-06-2019,3.61,1,101
15009618,37333386,Manhattan,Hell's Kitchen,Private room,129,1,98,12-05-2019,2.87,3,27
15009751,20317929,Manhattan,Upper West Side,Entire home/apt,220,2,24,10-06-2019,0.7,1,207
15016999,94782931,Brooklyn,Crown Heights,Entire home/apt,105,1,7,19-06-2019,0.21,1,6
15018397,37723496,Brooklyn,DUMBO,Private room,125,2,98,29-06-2019,2.88,2,164
15018646,64065593,Manhattan,Midtown,Private room,378,2,1,22-09-2017,0.05,13,285
15019436,61675294,Queens,Astoria,Private room,61,2,15,28-01-2017,0.44,1,0
15021635,61140228,Brooklyn,Bushwick,Private room,75,2,2,22-12-2018,0.29,1,0
15021783,94820583,Manhattan,Chelsea,Private room,80,5,2,29-10-2016,0.06,1,0
15024645,93350397,Brooklyn,Williamsburg,Entire home/apt,259,1,157,23-06-2019,4.58,1,155
15024889,26924376,Queens,Ozone Park,Entire home/apt,70,5,17,29-06-2019,0.49,1,331
15025988,94864882,Brooklyn,Williamsburg,Private room,60,1,1,01-10-2016,0.03,1,0
15026994,46073068,Queens,Long Island City,Private room,65,3,37,11-05-2019,1.09,1,18
15027024,8344620,Manhattan,East Village,Entire home/apt,180,3,10,31-12-2018,0.3,1,0
15028194,5957027,Brooklyn,Crown Heights,Entire home/apt,180,2,126,14-06-2019,3.74,1,74
15031599,52577963,Queens,Woodhaven,Private room,45,5,15,31-12-2018,0.44,6,238
15032254,78022684,Manhattan,Midtown,Private room,112,2,1,08-05-2017,0.04,2,0
15033685,6250141,Manhattan,Upper West Side,Entire home/apt,168,1,138,22-06-2019,4.08,1,32
15034827,46483041,Brooklyn,Greenpoint,Entire home/apt,130,1,13,18-03-2017,0.38,1,0
15035050,61391963,Manhattan,Nolita,Entire home/apt,142,30,7,26-03-2019,0.24,91,66
15035565,9671470,Manhattan,Harlem,Entire home/apt,199,4,6,08-05-2018,0.19,2,0
15036330,3416935,Manhattan,Harlem,Private room,60,1,5,16-09-2018,0.15,1,5
15036809,94975490,Manhattan,Upper West Side,Private room,85,2,19,19-06-2018,0.6,1,0
15037251,94974597,Manhattan,Upper West Side,Private room,99,3,123,01-07-2019,3.72,1,246
15037461,1207773,Brooklyn,Williamsburg,Shared room,37,1,12,18-09-2018,0.35,2,362
15037640,144705,Brooklyn,Kensington,Private room,40,1,1,21-09-2016,0.03,1,0
15038469,62587696,Brooklyn,Gowanus,Private room,45,2,97,21-06-2019,2.92,2,80
15039238,9472223,Manhattan,Harlem,Entire home/apt,77,5,19,01-01-2019,0.56,3,1
15040421,8048355,Manhattan,East Harlem,Private room,55,7,3,15-05-2019,0.09,1,215
15041647,69117812,Queens,Corona,Private room,60,1,105,03-07-2019,3.07,1,347
15042314,37435755,Brooklyn,Bedford-Stuyvesant,Entire home/apt,40,2,8,06-07-2019,0.24,1,10
15042361,57023844,Queens,Jamaica,Private room,68,3,16,03-01-2019,0.47,2,359
15043180,95045653,Brooklyn,Bedford-Stuyvesant,Private room,85,7,1,19-09-2016,0.03,1,0
15043534,84607966,Queens,Sunnyside,Private room,55,1,168,01-07-2019,4.93,3,322
15043788,84607966,Queens,Sunnyside,Private room,45,1,134,01-07-2019,3.93,3,308
15043817,84607966,Queens,Sunnyside,Private room,50,1,143,29-05-2019,4.25,3,323
15048516,16323240,Queens,Sunnyside,Entire home/apt,54,3,29,15-06-2019,0.93,2,0
15049253,74331597,Queens,St. Albans,Private room,70,2,125,21-05-2019,3.65,5,365
15050192,95117581,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,6,31-12-2016,0.18,1,0
15051958,79369918,Manhattan,East Village,Entire home/apt,249,5,24,30-12-2018,0.71,1,17
15052056,83171661,Brooklyn,South Slope,Entire home/apt,90,6,2,28-08-2017,0.06,3,0
15052112,57552512,Manhattan,Midtown,Entire home/apt,584,5,89,12-04-2019,2.62,1,179
15052156,16098958,Manhattan,Murray Hill,Private room,135,30,2,31-03-2017,0.07,96,303
15052455,8993084,Brooklyn,Bedford-Stuyvesant,Private room,55,2,41,28-05-2019,1.25,4,83
15052971,22541573,Manhattan,East Village,Entire home/apt,267,30,1,30-07-2017,0.04,87,356
15053143,8726843,Manhattan,East Harlem,Entire home/apt,350,3,85,01-07-2019,2.5,1,175
15053369,95143048,Manhattan,East Village,Entire home/apt,99,2,41,14-10-2017,1.24,2,23
15053461,26377263,Queens,Edgemere,Private room,40,30,1,05-08-2017,0.04,43,354
15054617,26377263,Queens,Edgemere,Private room,43,30,2,09-02-2019,0.07,43,306
15054630,42561290,Brooklyn,East New York,Private room,45,2,38,11-02-2019,1.24,4,159
15056050,15198834,Brooklyn,Flatbush,Entire home/apt,88,4,8,20-08-2018,0.24,1,0
15056748,20598700,Brooklyn,Bushwick,Private room,40,1,5,30-06-2017,0.15,1,0
15057717,16624745,Manhattan,Murray Hill,Private room,115,1,15,14-10-2018,0.44,3,7
15058410,95101238,Queens,Ozone Park,Private room,65,2,41,03-06-2019,1.2,1,353
15059292,95205288,Manhattan,Midtown,Private room,110,4,32,17-06-2019,0.94,1,167
15062944,10737943,Manhattan,Upper West Side,Private room,47,30,10,28-05-2019,0.31,10,342
15064512,24561882,Manhattan,Greenwich Village,Private room,150,2,36,09-06-2019,1.06,1,13
15065696,2805553,Brooklyn,Williamsburg,Entire home/apt,249,6,49,30-11-2018,1.46,1,0
15066466,83909332,Manhattan,Nolita,Entire home/apt,225,2,15,07-05-2017,0.44,1,0
15066701,29637078,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,2,128,25-06-2019,3.77,1,93
15066761,72572525,Queens,Astoria,Private room,90,3,6,23-10-2017,0.18,2,10
15067291,45913415,Manhattan,Harlem,Private room,64,3,97,05-07-2019,2.9,2,272
15068067,9035097,Manhattan,Chelsea,Entire home/apt,750,30,42,04-01-2019,1.24,1,281
15071519,73046105,Brooklyn,Crown Heights,Entire home/apt,105,2,4,05-12-2016,0.12,1,0
15073369,1678050,Manhattan,West Village,Entire home/apt,215,30,16,16-05-2017,0.48,2,0
15079046,43825948,Manhattan,Inwood,Private room,79,4,26,24-05-2019,0.78,1,238
15079215,2402292,Queens,Long Island City,Entire home/apt,155,2,95,19-06-2019,2.86,1,309
15080267,8993084,Brooklyn,Bedford-Stuyvesant,Private room,99,3,20,12-02-2019,0.61,4,90
15080936,26377263,Brooklyn,Bedford-Stuyvesant,Private room,57,30,1,07-10-2017,0.05,43,216
15080994,95419310,Manhattan,Hell's Kitchen,Private room,140,2,105,15-12-2018,3.09,1,0
15081440,92493393,Staten Island,West Brighton,Private room,69,2,56,04-01-2019,1.8,5,355
15082723,33677512,Brooklyn,Williamsburg,Private room,95,3,29,08-07-2019,0.85,1,0
15082930,4169040,Brooklyn,Williamsburg,Entire home/apt,150,4,12,30-11-2018,0.37,1,5
15083267,3660702,Manhattan,Chelsea,Private room,110,1,200,19-06-2019,5.87,4,60
15083571,17770287,Manhattan,Midtown,Entire home/apt,175,30,5,10-08-2018,0.16,14,326
15083823,7018895,Brooklyn,Red Hook,Entire home/apt,85,2,132,03-07-2019,3.91,1,244
15085230,5437444,Bronx,Bronxdale,Entire home/apt,76,7,24,24-08-2018,0.71,1,0
15085833,5525273,Manhattan,Harlem,Entire home/apt,399,3,1,22-01-2017,0.03,1,364
15086143,95471771,Queens,Jamaica,Private room,79,1,5,07-09-2018,0.16,2,179
15086862,2801522,Brooklyn,Bushwick,Private room,41,4,4,02-01-2018,0.16,1,189
15087285,77778146,Brooklyn,Flatlands,Private room,85,1,2,17-09-2017,0.09,8,189
15087746,77778146,Brooklyn,Crown Heights,Private room,120,30,8,01-01-2019,0.23,8,340
15087800,74331597,Queens,St. Albans,Private room,65,1,98,23-06-2019,2.87,5,180
15088024,49807429,Brooklyn,Prospect-Lefferts Gardens,Private room,54,3,169,02-07-2019,4.98,1,136
15088367,7834564,Brooklyn,Crown Heights,Private room,60,4,2,28-08-2018,0.06,1,14
