Employee Identifier,Year End Date,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Code,Job,Salaries,Overtime,Other Salaries,Total Salary
1236,31-03-2015,6,General Administration & Finance,HRD,HRD Human Resources,22,"Prof & Tech Engineers - Personnel, Local 21",1244,Senior Personnel Analyst,105484.31,0,0,105484.31
31969,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q003,Police Officer 2,43141.54,431.27,2824.98,46397.79
43072,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1404,Clerk,50726.01,0,624,51350.01
40010,31-03-2015,2,"Public Works, Transportation & Commerce",PRT,PRT Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5620,Regulatory Specialist,105003.21,0,0,105003.21
5482,31-03-2014,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,930,Building Inspectors' Association - Inspectors,6331,Building Inspector,107941.81,6446.92,5334.02,119722.75
47934,31-03-2014,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",5322,Graphic Artist,39839.14,0,0,39839.14
47659,31-03-2016,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",1708,Senior Telephone Operator,576.9,0,0,576.9
53549,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,32697.5,1043.78,451.11,34192.39
10758,31-03-2013,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,42425.07,0,211.85,42636.92
38877,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,1059.69,283.85,0,1343.54
42679,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2918,HSA Social Worker,84447.91,0,744,85191.91
32176,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2940,Protective Services Worker,57450.41,995.09,2148.68,60594.18
25335,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,3078.76,0,236.44,3315.2
5317,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5203,Asst Engr,94032.62,0,7480.88,101513.5
5934,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2430,Medical Evaluations Assistant,57951.07,382.07,2256.03,60589.17
54757,31-03-2015,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2305,Psychiatric Technician,70591.2,0,8073.72,78664.92
2772,31-03-2013,6,General Administration & Finance,ASR,ASR Assessor / Recorder,21,"Prof & Tech Engineers - Miscellaneous, Local 21",4265,Senior Real Property Appraiser,94276.38,0,2200,96476.38
9545,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3286,Recreation Coordinator,4502.09,0,16.83,4518.92
37398,31-03-2013,1,Public Protection,ECD,DEM Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8238,Public Safetycomm Disp,80392.45,1298.38,8228.07,89918.9
6424,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3632,Librarian 2,96365.29,0,1239.26,97604.55
18654,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5502,Project Manager 1,22541.2,0,0,22541.2
1486,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",1450,Executive Secretary 1,73379.32,0,619.35,73998.67
3534,31-03-2015,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,790,"SEIU - Miscellaneous, Local 1021",6321,Permit Technician I,3228.7,0,0,3228.7
13632,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2654,Cook,54285.71,2387.33,2509.8,59182.84
38675,31-03-2016,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2585,Health Worker 1,3385.8,0,0,3385.8
11501,31-03-2016,1,Public Protection,ECD,DEM Emergency Management,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8603,Emergency Services Coord III,99332.35,0,6028.39,105360.74
25939,31-03-2015,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,24796.76,0,483.57,25280.33
49174,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,20754.15,95.97,2606.83,23456.95
17193,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7306,Automotive Body & Fender Wrk,75998.01,8421.89,5028.49,89448.39
35595,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1204,Senior Personnel Clerk,63148.42,1381.53,0,64529.95
27557,31-03-2013,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2586,Health Worker 2,28204.15,393.1,15335.37,43932.62
9240,31-03-2013,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5380,"Stdntdsgntrain1, Arch/Eng/Plng",9709.06,0,0,9709.06
23360,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,200,"Transportation Workers, Local 200",9139,Transit Supervisor,68080,13201.02,6025.63,87306.65
33709,31-03-2017,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",114542.06,19008.99,14021.04,147572.09
23308,31-03-2014,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2566,Rehabilitation Counselor,44704.74,0,0,44704.74
49137,31-03-2014,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1042,IS Engineer-Journey,100366.8,0,0,100366.8
9695,31-03-2015,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H030,"Captain, Fire Suppression",179478.76,869.51,15010.96,195359.23
28526,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,351,Municipal Executive Association - Miscellaneous,923,Manager II,125769.17,0,0,125769.17
40317,31-03-2013,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",1446,Secretary 2,26798,0,12532.08,39330.08
46817,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7371,Electrical Transit System Mech,74965.2,6550.31,17945.24,99460.75
54002,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,9919.8,0,0,9919.8
4469,31-03-2013,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,790,"SEIU - Miscellaneous, Local 1021",1630,Account Clerk,47164.51,0,0,47164.51
28899,31-03-2014,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,88842.07,4755,6759.83,100356.9
34847,31-03-2017,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3630,Librarian 1,74277.5,0,2775.11,77052.61
23087,31-03-2015,1,Public Protection,FIR,FIR Fire Department,790,"SEIU - Miscellaneous, Local 1021",1820,Junior Administrative Analyst,53007,0,0,53007
47830,31-03-2014,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,5500.8,0,0,5500.8
55184,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2907,Eligibility Worker Supervisor,86657.03,4331.85,1480,92468.88
32130,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9131,"Station Agent, Muni Railway",78698.57,21653.11,7595.7,107947.38
26356,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,115269.52,496.49,6509.46,122275.47
31899,31-03-2015,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1652,Accountant II,47703.7,0,0,47703.7
32853,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7318,Electronic Maintenance Tech,31206.8,8916.64,840.9,40964.34
56604,31-03-2015,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2409,Pharmacy Technician,81862.25,1659.46,3032.3,86554.01
44169,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",1404,Clerk,57220.06,0,0,57220.06
15320,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,15428.86,0,0,15428.86
22731,31-03-2013,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5203,Asst Engr,5057,0,0,5057
6207,31-03-2014,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2556,Physical Therapist,53724.59,0,100,53824.59
51825,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2905,Senior Eligibility Worker,78980.71,9950.41,1400,90331.12
39193,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,12048.97,0,2336.53,14385.5
22981,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",3417,Gardener,63270.94,693.4,0,63964.34
43521,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,76588.9,0,12750.04,89338.94
7423,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2903,Eligibility Worker,68397.6,961.65,1520,70879.25
9881,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3208,Pool Lifeguard,4476.64,0,5.4,4482.04
30698,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,61738.57,5951.4,1219.34,68909.31
659,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",7514,General Laborer,67912.23,395.18,985.43,69292.84
29389,31-03-2014,1,Public Protection,POL,POL Police,790,"SEIU - Miscellaneous, Local 1021",1424,Clerk Typist,21991.77,0,258.67,22250.44
4454,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1823,Senior Administrative Analyst,77401.52,0,0,77401.52
47494,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,351,Municipal Executive Association - Miscellaneous,931,Manager III,155726.78,0,0,155726.78
52887,31-03-2013,2,"Public Works, Transportation & Commerce",PRT,PRT Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5366,Engineering Associate 2,90220.13,0,0,90220.13
48711,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",7514,General Laborer,56082.4,10187.75,1206.67,67476.82
55812,31-03-2016,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,100667.9,36458.22,9645.06,146771.18
42626,31-03-2015,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2551,Mental Hlth Treatment Spec,95621.93,0,5471.4,101093.33
37857,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1630,Account Clerk,47928.74,0,520.38,48449.12
56202,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,74698.2,3695.81,2603.2,80997.21
11189,31-03-2014,2,"Public Works, Transportation & Commerce",PRT,PRT Port,351,Municipal Executive Association - Miscellaneous,931,Manager III,99648.54,0,9540.09,109188.63
42329,31-03-2014,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",1822,Administrative Analyst,65571.65,0,0,65571.65
10319,31-03-2013,1,Public Protection,DAT,DAT District Attorney,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8132,Da Investigative Assist,3267,0,0,3267
34704,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6318,Construction Inspector,105371.99,568.84,279.76,106220.59
808,31-03-2017,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5602,Utility Specialist,135067.52,0,0,135067.52
22409,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7432,Electrical Line Helper,78265.9,13951.81,3862.14,96079.85
50601,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1053,IS Business Analyst-Senior,105319.17,0,230,105549.17
4060,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3215,Aquatics Facility Supervisor,77103.84,0,984.35,78088.19
3881,31-03-2016,1,Public Protection,DAT,DAT District Attorney,311,Municipal Attorneys' Association,8182,"Head Atty, Civil & Criminal",0,0,5013.13,5013.13
33451,31-03-2017,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,105023.3,51589.07,13217.05,169829.42
8011,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,9929.7,0,511.54,10441.24
54335,31-03-2014,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,38,"Plumbers and Pipefitters, Local 38",7353,Water Meter Repairer,73409.74,1470.23,0,74879.97
45092,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,63623.7,3583.85,8784.13,75991.68
50326,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,251,"Transport Workers - Miscellaneous, Local 250-A",3542,Curator 2,80545.47,0,227.28,80772.75
2069,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9920,Publ Svc Aide-Asst To Prof,12538.44,0,0,12538.44
3773,31-03-2016,4,Community Health,DPH,DPH Public Health,858,"Teamsters - Supervising Nurses, Local 856",2322,Nurse Manager,191096.2,0,35779.47,226875.67
10453,31-03-2016,1,Public Protection,FIR,FIR Fire Department,22,"Prof & Tech Engineers - Personnel, Local 21",1454,Executive Secretary 3,90742.84,982.41,0,91725.25
15861,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,122957.13,13998.65,1450.1,138405.88
36428,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,200,"Transportation Workers, Local 200",9139,Transit Supervisor,23618.4,3238.85,910.78,27768.03
50282,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,0,0,2178.05,2178.05
31776,31-03-2017,1,Public Protection,CRT,CRT Superior Court,197,"Prof & Tech Engineers - Court Reporters, Local 21",500C,Court Reporter,113400,0,6237,119637
26045,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,21231.25,9422.92,2462.39,33116.56
16759,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,71646.11,0,4916,76562.11
26658,31-03-2013,6,General Administration & Finance,HSS,HSS Health Service System,792,"SEIU - Court Employees, Local 1021",420C,Deputy Court Clerk II,0,0,1230.09,1230.09
19861,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5381,Stdntdsgn Train2/Arch/Eng/Plng,3930.74,0,0,3930.74
3668,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,9632,4061.59,293.77,13987.36
25025,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2716,Custodial Assistant Supervisor,66126.66,52.24,5110.33,71289.23
5141,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,22,"Prof & Tech Engineers - Personnel, Local 21",1241,Personnel Analyst,93599.9,0,0,93599.9
47323,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3264,Camp Assistant,1337.64,0,0,1337.64
50181,31-03-2017,1,Public Protection,ECD,DEM Emergency Management,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8600,Emergency Services Assistant,900.8,0,3563.79,4464.59
20555,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,117360.83,0,3467.52,120828.35
30801,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,74837.69,2598.78,2820.14,80256.61
32792,31-03-2014,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",9922,PS Aide To Prof,12263.02,0,0,12263.02
14413,31-03-2015,1,Public Protection,SHF,SHF Sheriff,790,"SEIU - Miscellaneous, Local 1021",1705,Communications Dispatcher 2,65289.82,32944.47,7247.11,105481.4
51895,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3286,Recreation Coordinator,59124.06,0,1908.47,61032.53
52232,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,29007.91,3652.01,601.61,33261.53
39254,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5502,Project Manager 1,53295.9,0,0,53295.9
748,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,200,"Transportation Workers, Local 200",9139,Transit Supervisor,81901.6,80204.55,10990.13,173096.28
20197,31-03-2017,6,General Administration & Finance,TIS,DT GSA - Technology,6,"Electrical Workers, Local 6",7432,Electrical Line Helper,62799.7,12960.4,0,75760.1
50360,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,3164.55,0,11.9,3176.45
18425,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,1412.48,0,12.22,1424.7
20223,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,154923.74,0,20261.12,175184.86
32647,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,6,"Electrical Workers, Local 6",7345,Electrician,98952.68,3498.68,2516,104967.36
42364,31-03-2016,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,92967.92,42491.62,15372.59,150832.13
18798,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,68314.05,8703.45,3005.27,80022.77
28840,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1632,Senior Account Clerk,71435.74,671.04,626.4,72733.18
52632,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2430,Medical Evaluations Assistant,53913.74,14086.89,4561.52,72562.15
49011,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,112703.74,60498.31,18686.41,191888.46
42071,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2312,Licensed Vocational Nurse,32410,3317.86,664.97,36392.83
46096,31-03-2013,6,General Administration & Finance,CON,CON Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1805,Performance Analyst II,61237.6,0,0,61237.6
36582,31-03-2013,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",1322,Customer Service Agent Trainee,13335.81,3.19,39.82,13378.82
53752,31-03-2014,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",1708,Senior Telephone Operator,33588.98,2230.22,2162.32,37981.52
19557,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,200,"Transportation Workers, Local 200",9139,Transit Supervisor,87645.82,9356.62,3107.57,100110.01
52176,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",7514,General Laborer,66101.82,7750.58,3075.94,76928.34
45904,31-03-2013,1,Public Protection,CRT,CRT Superior Court,356,Municipal Executive Association - Court,202C,Court Supervisor II,107946.35,0,0,107946.35
3280,31-03-2017,6,General Administration & Finance,CON,CON Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1052,IS Business Analyst,72268.1,0,0,72268.1
14380,31-03-2014,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3618,Library Technical Assistant 2,75204.34,663.88,724.5,76592.72
18517,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2944,Protective Services Supervisor,104803.12,0,0,104803.12
32646,31-03-2017,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,261,"Laborers, Local 261",7514,General Laborer,0,0,109.9,109.9
17171,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,11848.16,0,883.67,12731.83
46684,31-03-2016,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,38,"Plumbers and Pipefitters, Local 38",7388,Utility Plumber,88975.7,6666.04,17832.75,113474.49
5274,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1043,IS Engineer-Senior,111197.52,0,0,111197.52
1446,31-03-2014,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,351,Municipal Executive Association - Miscellaneous,932,Manager IV,151806.75,0,0,151806.75
46546,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,123075.11,2929.66,7007.16,133011.93
10484,31-03-2014,1,Public Protection,CRT,CRT Superior Court,792,"SEIU - Court Employees, Local 1021",474C,Senior Fiscal Technician,76038.66,0,357,76395.66
49736,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7306,Automotive Body & Fender Wrk,80857.2,22304.7,20031.04,123192.94
8434,31-03-2017,6,General Administration & Finance,TIS,DT GSA - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1052,IS Business Analyst,92503.53,0,0,92503.53
16930,31-03-2013,6,General Administration & Finance,CON,CON Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1684,Auditor II,19968,0,0,19968
10664,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,70306,5477.72,4505.67,80289.39
14498,31-03-2013,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",1630,Account Clerk,46561.02,0,0,46561.02
20837,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2913,Program Specialist,90446.62,0,60,90506.62
24861,31-03-2017,6,General Administration & Finance,BOS,BOS Board Of Supervisors,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1362,Special Assistant 3,51361.44,0,0,51361.44
18145,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5274,Landscape Architect,138805.31,0,0,138805.31
38322,31-03-2017,4,Community Health,DPH,DPH Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",6122,Sr Environmental Hlth Insp,122408.01,0,1035,123443.01
30003,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",1428,Unit Clerk,54146.43,47.62,8522.73,62716.78
44852,31-03-2013,1,Public Protection,CRT,CRT Superior Court,792,"SEIU - Court Employees, Local 1021",410C,Deputy Court Clerk I,7882,0,0,7882
39625,31-03-2013,6,General Administration & Finance,HRD,HRD Human Resources,790,"SEIU - Miscellaneous, Local 1021",9920,Publ Svc Aide-Asst To Prof,3564.12,0,0,3564.12
19201,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1632,Senior Account Clerk,69001.58,0,0,69001.58
56030,31-03-2016,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,99058.9,18914.81,17321.54,135295.25
5017,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9508,Prpl Permit And Citation Clerk,74173.2,518.62,0,74691.82
24315,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,150401.66,181.57,39148.69,189731.92
5665,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,39,"Stationary Engineers, Local 39",7334,Stationary Engineer,44144.35,1233.24,3565.21,48942.8
37760,31-03-2013,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,790,"SEIU - Miscellaneous, Local 1021",9922,PS Aide To Prof,26683.18,0,0,26683.18
47908,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H003,EMT/Paramedic/Firefighter,84517.35,4452.65,23703.16,112673.16
