id,host_name,neighbourhood_group,neighbourhood,last_review
14186028,Joshua,Brooklyn,Williamsburg,02-02-2018
14187014,Marushka,Manhattan,Upper East Side,23-06-2019
14187475,Auralís,Brooklyn,Bedford-Stuyvesant,27-12-2017
14194024,Alis,Brooklyn,Williamsburg,08-07-2019
14195437,Petya,Queens,Jackson Heights,28-10-2017
14195493,Aurore And Jamila,Brooklyn,Bedford-Stuyvesant,27-04-2019
14195524,Alicia,Manhattan,dipUpeUeSpSWWpe,23-06-2019
14195677,Charis,Queens,Maspeth,03-06-2018
14195878,Shanthony,Brooklyn,Bedford-Stuyvesant,01-01-2017
14196798,Warren,Brooklyn,Bedford-Stuyvesant,05-09-2017
14196990,Corporate Housing,Manhattan,Hell's Kitchen,27-05-2019
14200676,Alexandre,Brooklyn,Bushwick,28-05-2018
14203322,Rhonycs,Manhattan,East Village,16-06-2019
14200678,Ryan,Queens,Woodside,08-08-2016
14202979,Jennifer,Manhattan,Upper West Side,07-10-2018
14203693,Jeremy & Angela,Brooklyn,Clinton Hill,12-06-2019
14204631,Laura,Manhattan,West Village,20-11-2018
14205634,Derek,Manhattan,NoHo,02-11-2018
14205217,Jazmin,Manhattan,Harlem,01-07-2019
14205364,Claire,Brooklyn,Williamsburg,16-06-2019
14207287,Kate,Manhattan,Upper West Side,15-01-2017
14210928,Andy,Brooklyn,Flatbush,04-10-2016
14212273,Jessica,Brooklyn,Williamsburg,18-04-2017
14213699,Ken,Manhattan,Hell's Kitchen,02-12-2017
14214315,Julie,Brooklyn,Crown Heights,30-11-2016
14213784,Pete,Brooklyn,Williamsburg,09-10-2016
14214403,Sam And Britt,Brooklyn,Bushwick,29-06-2019
14215061,Ramazan,Queens,Ditmars Steinway,02-01-2019
14215652,Olga,Manhattan,West Village,01-07-2019
14215681,Dijana,Manhattan,East Harlem,11-06-2019
14217692,Dasha,Brooklyn,Williamsburg,30-07-2017
14218173,Cha,Manhattan,Upper West Side,11-06-2017
14218548,Ryan,Manhattan,East Village,08-08-2016
14220943,Thorill,Brooklyn,East Flatbush,23-06-2019
14218742,Ilona,Brooklyn,Sheepshead Bay,22-06-2018
14220422,Paul,Queens,Rockaway Beach,04-09-2016
14221071,Jerome,Manhattan,Midtown,08-05-2019
14221607,Avery,Brooklyn,East Flatbush,30-09-2016
14222252,Alexandra,Manhattan,Washington Heights,18-06-2019
14228589,Xenia,Brooklyn,Sunset Park,30-04-2019
14231418,Paul,Brooklyn,Prospect-Lefferts Gardens,04-06-2018
14230982,Oonamaria,Brooklyn,Cypress Hills,29-08-2016
14233670,Stella,Manhattan,Midtown,01-01-2017
14235245,Cesar,Manhattan,East Harlem,01-01-2017
14234561,Carlota And Jessica,Brooklyn,Bushwick,01-07-2019
14236416,Karen,Manhattan,Chelsea,29-06-2019
14237346,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,27-06-2019
14237397,Daljit,Queens,Long Island City,22-06-2019
14237735,Rachel,Manhattan,Harlem,
14238574,David,Queens,Flushing,14-05-2019
14238785,Torell,Brooklyn,Bedford-Stuyvesant,27-10-2017
14239534,John,Manhattan,East Village,29-05-2019
14240343,Viktoria,Manhattan,Upper East Side,02-07-2019
14244430,Lan,Manhattan,Financial District,26-06-2019
14245157,Gaspard,Manhattan,Financial District,02-06-2019
14245886,Sami,Brooklyn,Williamsburg,0-8116-520
14252537,Mina,Brooklyn,Williamsburg,03-06-2019
14246251,Jeremy & Laura,Manhattan,Murray Hill,31-10-2016
14247423,Daniel,Manhattan,Murray Hill,25-08-2016
14255485,Maria,Bronx,Highbridge,27-05-2019
14261749,Franco,Brooklyn,Williamsburg,22-06-2019
14262383,Nepreil,Queens,St. Albans,
14264490,Craig,Brooklyn,Windsor Terrace,15-08-2018
14265052,Melina,Manhattan,Hell's Kitchen,31-08-2017
14266097,Richard,Brooklyn,Prospect-Lefferts Gardens,17-06-2019
14267222,Candy,Brooklyn,Prospect-Lefferts Gardens,05-07-2019
14272980,Clyde,Brooklyn,Flatbush,20-06-2019
14274403,Laverne & David,Queens,East Elmhurst,24-06-2019
14253050,Ceri,Manhattan,Upper East Side,27-05-2019
14275887,Kimberly,Queens,Jamaica,22-09-2018
14254221,J. Cobb,Manhattan,Nolita,29-06-2019
14274809,Jared,Manhattan,East Village,08-06-2019
14276659,Carol,Brooklyn,Bedford-Stuyvesant,27-06-2019
14276224,Patty,Brooklyn,Williamsburg,05-01-2018
14277478,Rami,Manhattan,Hell's Kitchen,06-10-2018
14278303,Eytan,Brooklyn,Williamsburg,29-06-2019
14276565,Benedetta,Brooklyn,Williamsburg,23-06-2019
14254624,Aksa,Manhattan,Midtown,01-06-2019
14280057,Clara,Brooklyn,Flatbush,05-07-2019
14281111,Linda,Queens,Rosedale,27-07-2018
14280163,Sameer,Manhattan,Financial District,30-12-2018
14281526,Sophia,Queens,Queens Village,05-07-2019
14281865,Viviana,Brooklyn,South Slope,20-06-2019
14282491,Anne,Brooklyn,Williamsburg,11-05-2019
14278418,Curtis,Brooklyn,Williamsburg,29-04-2019
14282356,Steven,Manhattan,Hell's Kitchen,23-02-2018
14283546,Marisha,Brooklyn,Crown Heights,19-02-2019
14284714,Megan,Manhattan,Midtown,11-05-2019
14292249,Jackie,Manhattan,Kips Bay,02-06-2019
14290760,Randi,Manhattan,Hell's Kitchen,17-06-2019
14280778,Elizabeth,Manhattan,Upper West Side,29-07-2018
14283423,Andra,Manhattan,Upper West Side,07-05-2019
14294585,Andres,Manhattan,Harlem,02-03-2019
14295885,Nickesha,Queens,St. Albans,28-06-2019
14296299,Mollie,Queens,Ridgewood,18-05-2018
14297224,Marc,Manhattan,Financial District,15-07-2017
14300750,Yvette,Brooklyn,East New York,05-07-2019
14296598,Susan,Brooklyn,Williamsburg,13-06-2019
14301857,Will & Clara,Queens,Ridgewood,06-07-2019
14301951,Francisca,Bronx,Longwood,17-06-2019
14303789,Lilly,Queens,Astoria,25-06-2018
14309960,Emily Rose,Manhattan,East Village,25-02-2018
14296562,Sun-Young,Manhattan,Kips Bay,08-07-2018
14312497,Nicole,Manhattan,Upper East Side,01-05-2017
14297036,Sho-Boo Of Sho-Boo Suite,Brooklyn,Prospect-Lefferts Gardens,26-05-2019
14314562,Nick,Manhattan,Midtown,07-11-2018
14315012,Melody,Manhattan,Greenwich Village,
14315241,Melissa & Rondie,Brooklyn,East Flatbush,18-03-2018
14314240,Fabio,Brooklyn,Williamsburg,26-06-2019
14316033,Charles,Queens,Maspeth,11-06-2019
14312186,Adam,Manhattan,Chelsea,22-08-2016
14311699,Jamis,Brooklyn,Williamsburg,
14316228,Dionne,Manhattan,Washington Heights,15-06-2019
14317995,Richard,Manhattan,Upper East Side,02-01-2018
14318774,Martha,Queens,Rego Park,17-06-2019
14322170,Saba,Brooklyn,Williamsburg,08-08-2016
14322182,Hai-Hsin,Brooklyn,Greenpoint,05-05-2019
14316198,Madi,Brooklyn,Prospect-Lefferts Gardens,27-08-2017
14323803,Chadanut,Brooklyn,Kensington,23-06-2019
14324811,Abeni,Brooklyn,Bedford-Stuyvesant,07-01-2019
14330688,Genevieve,Brooklyn,Crown Heights,01-01-2019
14330713,David,Brooklyn,Bushwick,25-02-2018
14330789,Joe & Jay,Brooklyn,Bedford-Stuyvesant,
14331775,Kristy,Manhattan,Upper East Side,15-05-2019
14332083,Edyta,Queens,Glendale,02-07-2019
14322869,Aimee,Queens,Astoria,15-06-2019
14332446,Kristine,Brooklyn,Crown Heights,30-06-2019
14334031,Ricardo,Manhattan,Washington Heights,23-06-2019
14334508,Jenya,Manhattan,Murray Hill,05-01-2018
14335179,Stephanie,Manhattan,Greenwich Village,10-06-2019
14336338,Chuck,Manhattan,Upper East Side,30-05-2019
14332210,Regina,Manhattan,Upper East Side,27-06-2019
14339989,Michael,Manhattan,Kips Bay,19-0X5-2019
14340142,Veronica,Brooklyn,Bedford-Stuyvesant,12-12-2018
14340165,Chondra,Bronx,Throgs Neck,28-05-2019
14340328,Victor,Manhattan,Nolita,21-05-2019
14341006,Josh,Brooklyn,Williamsburg,03-01-2018
14341397,Kostas,Queens,Astoria,30-06-2019
14316284,Pipi,Manhattan,West Village,23-06-2019
14317785,Julie,Brooklyn,Crown Heights,02-01-2017
14337001,Bekah,Queens,Astoria,21-08-2017
14342997,Orianna,Manhattan,Nolita,09-09-2017
14347194,Talia,Manhattan,East Harlem,24-03-2018
14348580,Manny & Gemma,Brooklyn,Greenpoint,06-05-2018
14351180,Liza,Bronx,Port Morris,09-06-2019
14351693,Natalie,Brooklyn,Bushwick,29-10-2018
14351733,Megan,Queens,Sunnyside,27-08-2018
14351787,Raul,Queens,Astoria,
14353077,Jacob,Manhattan,Stuyvesant Town,25-08-2016
14353103,Oran,Brooklyn,Williamsburg,08-12-2018
14354698,Naseef,Manhattan,Harlem,07-027-2019
14347502,Luca,Manhattan,Lower East Side,25-02-2019
14355431,Michael,Brooklyn,East New York,04-07-2019
14354732,Gloria,Queens,Flushing,07-07-2019
14357461,Cass,Brooklyn,Bedford-Stuyvesant,02-12-2018
14357487,Madelyn,Brooklyn,Bedford-Stuyvesant,09-06-2019
14357698,George Steven,Manhattan,Upper West Side,30-06-2019
14357767,Josefina,Brooklyn,Prospect Heights,14-01-2019
14349588,Cynthia,Brooklyn,DUMBO,28-10-2018
14350781,Abby,Manhattan,SoHo,01-06-2019
14359772,Pamela,Brooklyn,Bedford-Stuyvesant,06-07-2019
14358402,Tyler,Brooklyn,Williamsburg,02-10-2018
14362124,Rui,Manhattan,Gramercy,04-06-2019
14366544,Jeremy & Laura,Manhattan,Gramercy,31-07-2018
14366918,Joshua,Manhattan,East Village,29-12-2016
14367248,Anthony,Brooklyn,Clinton Hill,23-06-2019
14367644,Ariel,Brooklyn,Williamsburg,25-06-2019
14367695,Jules,Queens,Rockaway Beach,23-06-2019
14366054,Jason,Brooklyn,Bedford-Stuyvesant,12-11-2017
14365130,CRNY Monthly Rentals,Manhattan,Kips Bay,01-10-2018
14361378,Heather,Brooklyn,Boerum Hill,11-08-2016
14369923,Laura,Brooklyn,Bedford-Stuyvesant,05-07-2017
14370793,Rameera,Brooklyn,Prospect-Lefferts Gardens,17-09-2016
14371241,Oscar,Manhattan,Harlem,01-07-2019
14371877,J.D. & Stephanie,Brooklyn,Williamsburg,13-06-2019
14372031,Brian,Brooklyn,Williamsburg,22-06-2019
14372624,Erik,Brooklyn,Greenpoint,23-06-2019
14373121,Brandon,Manhattan,,18-08-2016
14373756,Jasmin,Brooklyn,Bushwick,20-06-2019
14375153,Mimie,Bronx,Claremont Village,02-08-2018
14378713,Antonio,Brooklyn,Bushwick,21-06-2019
14378948,Antonio,Brooklyn,Bedford-Stuyvesant,05-06-2019
14381060,Eleanor,Brooklyn,Bushwick,18-10-2016
14381523,Rory,Manhattan,West Village,13-12-2016
14382631,Alejandra,Brooklyn,Williamsburg,29-10-2018
14383283,Wenqin,Queens,,18-05-2019
14383928,Marjorie,Brooklyn,Park Slope,29-06-2019
14384874,Mark And Annunziata,Manhattan,West Village,25-10-2017
14385616,Lauren,Brooklyn,Williamsburg,26-09-2018
14386245,Daniel,Brooklyn,Crown Heights,25-06-2018
14386712,Zev,Manhattan,Little Italy,18-06-2019
14386892,Cindy,Brooklyn,Windsor Terrace,10-06-2019
14387471,Kristin,Brooklyn,Bedford-Stuyvesant,01-05-2017
14388889,Ruben,Brooklyn,Bushwick,02-07-2019
14387555,Victoria,Manhattan,Chinatown,24-05-2018
14389886,Biljana,Manhattan,Flatiron District,09-05-2018
14394217,June,Queens,Sunnyside,27-06-2019
14398950,Mihaela,Queens,Maspeth,21-06-2019
14401928,Sharon,Brooklyn,Flatbush,15-08-2016
14403485,Sheila & Tony,Manhattan,East Harlem,29-06-2019
14403574,Ben,Brooklyn,Bushwick,24-06-2019
14404240,Yuliang,Queens,Forest Hills,
14406256,Laura,Brooklyn,Bushwick,01-01-2019
14406807,Loren,Manhattan,Harlem,20-05-2019
14406826,Stacey-Ann,Brooklyn,Bedford-Stuyvesant,24-01-2017
14406923,Maverick,Queens,Flushing,01-05-2019
14408114,Henry,Manhattan,Midtown,17-04-2017
14409723,Kerry,Manhattan,Upper East Side,01-01-2018
14415799,Anastasia & Jeremy,Brooklyn,Williamsburg,16-10-2016
14420353,25-05-2019,Manhattan,Nolita,Sky
14421258,Alexa,Brooklyn,Williamsburg,01-01-2017
14421313,Johnny,Brooklyn,Bedford-Stuyvesant,19-09-2016
14421383,Zach,Brooklyn,Bushwick,24-06-2019
14422308,Jamil,Brooklyn,Williamsburg,07-10-2018
14423010,Kayleen,Manhattan,Hell's Kitchen,08-08-2016
14423024,Lee-Ann,Brooklyn,Bedford-Stuyvesant,03-01-2019
14417798,Tiffani,Manhattan,Lower East Side,15-06-2019
14426680,Tasha,Brooklyn,Williamsburg,06-06-2019
14429513,Jocelyn & Jake,Manhattan,Chelsea,02-07-2019
14429957,Michelle & Heddy,Manhattan,Hell's Kitchen,13-06-2019
14429976,Mike,Brooklyn,Williamsburg,13-06-2019
14430662,Faiza,Brooklyn,Flatlands,07-04-2017
14417576,Adora,Manhattan,Financial District,09-05-2017
14439638,Adrien,Manhattan,Upper East Side,23-03-2018
14440066,Alessandra,Manhattan,Nolita,07-05-2019
14441627,Lena,Manhattan,Hell's Kitchen,27-05-2019
14419516,David,Manhattan,East Village,23-06-2019
14442338,Kara,Manhattan,Hell's Kitchen,01-11-2017
14444988,John,Manhattan,East Village,23-06-2019
14445183,Andria,Brooklyn,East Flatbush,30-06-2019
14437093,Carrie,Manhattan,East Village,10-02-2019
14438244,Lauren,Manhattan,East Village,12-09-2016
14445481,Joshua,Manhattan,Hell's Kitchen,19-09-2016
14446717,Barry,Manhattan,Upper West Side,28-06-2019
14446960,Chin,Queens,Woodside,24-06-2019
14450837,Ursula,Queens,Jackson Heights,27-05-2019
14453434,Edyta,Brooklyn,Greenpoint,07-08-2017
14462592,Mia,Staten Island,Howland Hook,24-09-2018
14464084,Jeremy & Laura,Manhattan,Upper West Side,26-03-2017
14464699,Jasmin,Brooklyn,Bushwick,24-06-2019
14465415,"Nykaz, Llc",Queens,Forest Hills,21-06-2019
14466137,Mendy,Brooklyn,Crown Heights,06-07-2019
14466193,Tanya,Brooklyn,Bensonhurst,08-10-2018
14466418,Gal,Manhattan,,
14451686,Nicolas,Manhattan,West Village,06-10-2018
14467580,ResortShare5,Manhattan,Midtown,21-03-2019
14469621,Matthew,Queens,Flushing,30-06-2019
14469737,Chloe,Brooklyn,Williamsburg,10-04-2019
14470437,Jenny,Brooklyn,Crown Heights,15-06-2019
14471418,Bruce,Manhattan,Midtown,16-06-2019
14472272,Caroline,Brooklyn,Bedford-Stuyvesant,16-06-2019
14452731,Chikie,Manhattan,Harlem,20-06-2019
14472317,Bella,Brooklyn,Williamsburg,05-11-2017
14472385,Alexis,Manhattan,Chelsea,02-07-2019
14473548,Maud,Manhattan,Upper East Side,14-06-2019
14475417,Veronica,Queens,Corona,28-06-2019
14479761,Michael,Queens,Long Island City,23-06-2019
14480047,Yinny,Brooklyn,Fort Hamilton,27-05-2019
14467602,Alex,Manhattan,Two Bridges,15-08-2016
14481668,Yinny,Brooklyn,Fort Hamilton,30-06-2019
14482103,Yinny,Brooklyn,Fort Hamilton,02-07-2019
14483613,Caroline,Queens,East Elmhurst,13-06-2019
14485082,Sezer,Brooklyn,Sheepshead Bay,10-01-2017
14485372,Karen,Manhattan,East Harlem,10-06-2019
14485877,Susan,Brooklyn,Canarsie,23-06-2019
14486539,Hypha,Brooklyn,Prospect Heights,08-10-2017
14486682,Szilvia & Akos,Brooklyn,Bushwick,19-06-2017
14487072,Mark,Queens,Woodhaven,05-05-2019
14473545,Phil,Brooklyn,Clinton Hill,01-01-2018
14448231,Lisa,Brooklyn,Bushwick,23-06-2019
14482700,Lane,Queens,Briarwood,18-09-2016
14489615,Claudius,Queens,Jamaica,12-05-2019
14497942,Jeremy & Laura,Manhattan,Upper West Side,30-10-2017
14499123,Ricky & Diana,Queens,Woodside,23-06-2019
14499377,Adrian,Queens,St. Albans,02-07-2019
14499400,Ashley,Brooklyn,Williamsburg,27-04-2017
14500533,Amy,Brooklyn,Bushwick,20-08-2018
14500735,Joe,Brooklyn,Prospect-Lefferts Gardens,24-05-2019
14491976,Hannah,Brooklyn,Bedford-Stuyvesant,10-04-2019
14489610,Red,Brooklyn,Greenpoint,04-01-2019
14503754,Tonya,Brooklyn,Crown Heights,16-08-2018
14506036,Pascal,Manhattan,East Harlem,01-07-2019
14506086,Patricia,Staten Island,Prince's Bay,07-08-2018
14506113,Raul,Queens,Long Island City,21-05-2017
14507274,Margo,Manhattan,East Village,02-07-2019
14516582,Mateo,Brooklyn,Bedford-Stuyvesant,30-06-2019
14518257,Sharon,Brooklyn,Flatbush,01-09-2016
14518363,Rina,Manhattan,Washington Heights,31-12-2018
14519882,Nathalia,Manhattan,Hell's Kitchen,26-04-2019
14520743,Melina,Manhattan,Hell's Kitchen,31-08-2017
14521738,Ronit,Brooklyn,Prospect-Lefferts Gardens,14-10-2017
14522175,Alexandra,Manhattan,Lower East Side,05-01-2019
14522432,Sam,Brooklyn,Boerum Hill,27-09-2016
14522966,Kiev,Manhattan,Chinatown,24-06-2019
14527923,Owen,Manhattan,East Harlem,17-10-2017
14522716,Max,Brooklyn,Williamsburg,19-05-2019
14529806,Brinton,Manhattan,Harlem,18-05-2019
14532445,Rory,Manhattan,East Village,29-10-2017
14524079,J.Y.,Manhattan,Midtown,19-06-2019
14524686,Alan,Queens,Flushing,16-08-2017
14532520,Giuseppe,Brooklyn,Bedford-Stuyvesant,08-02-2019
14533013,TiffanyJoy,Brooklyn,Bedford-Stuyvesant,18-12-2018
14534676,Ahmed,Brooklyn,Flatbush,02-01-2019
14535633,Eric,Manhattan,Washington Heights,29-10-2016
14538181,Taran Pal,Manhattan,Kips Bay,04-09-2016
14536003,Francesca,Manhattan,Upper East Side,23-05-2019
14536056,Aurelien,Brooklyn,Williamsburg,03-06-2019
14547628,Megan,Manhattan,West Village,05-11-2017
14539106,Avantika,Manhattan,Upper West Side,20-12-2016
14547982,Tyler,Brooklyn,Greenpoint,28-10-2017
14548280,Shauna,Manhattan,East Village,28-08-2016
14548579,Asaf,Brooklyn,Bushwick,29-06-2019
14536245,Kara,Manhattan,Financial District,22-06-2019
14549226,A.J.,Brooklyn,Prospect-Lefferts Gardens,20-06-2019
14549287,Joan,Manhattan,Lower East Side,02-01-2019
14551432,Melanie,Brooklyn,Windsor Terrace,22-04-2019
14551508,Florentino,Queens,Ridgewood,01-12-2018
14551896,Danielle,Manhattan,Harlem,21-09-2018
14552533,Michael,Manhattan,West Village,24-06-2019
14553862,Josh,Manhattan,Upper West Side,25-09-2016
14554093,Katherine,Manhattan,West Village,20-04-2018
14555269,Peter,Manhattan,Lower East Side,15-05-2017
14555440,Jorge,Manhattan,Hell's Kitchen,10-12-2018
14556236,Fahmida,Bronx,Kingsbridge,01-01-2017
14556587,Avantika,Manhattan,Upper West Side,30-08-2016
14556661,Sebastian,Manhattan,Harlem,04-11-2016
14556634,Michael,Brooklyn,Greenpoint,23-08-2016
14557504,Fatou,Brooklyn,Crown Heights,22-06-2019
14557713,Christine,Brooklyn,Williamsburg,31-08-2016
14566213,Sean,Brooklyn,Bedford-Stuyvesant,23-05-2019
14568352,Lucy And Devin,Brooklyn,Sunset Park,06-05-2019
14568858,Rebecca,Brooklyn,Greenpoint,31-10-2017
14569577,Sueann,Staten Island,Tottenville,03-06-2019
14569881,Benny,Brooklyn,Bushwick,23-06-2019
14570408,Byungdo,Queens,Woodside,01-12-2016
14570492,Jason,Manhattan,Harlem,28-03-2019
14570963,Jennie,Manhattan,,27-05-2019
14571451,Maria,Manhattan,East Village,06-07-2019
14575253,Austin,Brooklyn,Bushwick,18-09-2017
14576763,Chris,Manhattan,Hell's Kitchen,23-02-2018
14577253,Miguel,Manhattan,Chelsea,30-12-2018
14577490,Anne,Manhattan,Upper West Side,17-05-2019
14577930,Anne,Manhattan,Upper West Side,24-04-2019
14578109,Goran,Manhattan,Hell's Kitchen,12-05-2019
14579123,Perin,Brooklyn,Bedford-Stuyvesant,30-06-2019
14586448,Shaun,Manhattan,Financial District,31-12-2016
14587044,Dominic,Manhattan,Harlem,18-02-2018
14587950,Li-Ann,Brooklyn,Clinton Hill,23-06-2019
14588156,Robert,Brooklyn,Crown Heights,29-06-2019
14588464,Maria,Staten Island,South Beach,06-07-2019
14590476,Andrew,Manhattan,Chelsea,12-10-2016
14590480,Theodore,Manhattan,Hell's Kitchen,06-06-2019
14592009,Elisabeth,Manhattan,East Village,29-12-2017
14591298,Adam,Brooklyn,Bedford-Stuyvesant,27-08-2018
14594286,Neida,Manhattan,Harlem,07-07-2019
14594441,Ella,Brooklyn,Williamsburg,23-06-2019
14596236,Ming,Brooklyn,Bushwick,23-06-2019
14601503,Corporate Housing,Manhattan,Greenwich Village,30-04-2019
14602894,Corporate Housing,Manhattan,Upper East Side,31-05-2019
14607289,Chasity,Brooklyn,Bushwick,02-08-2018
14608127,Nicole,Manhattan,Kips Bay,23-06-2019
14609804,Jamie J.,Manhattan,Chelsea,18-06-2019
14608350,Tina,Queens,Astoria,23-04-2019
14611399,Iquane,Brooklyn,Bedford-Stuyvesant,18-06-2019
14610596,Doe2930,Manhattan,East Harlem,17-05-2019
14613942,Agnese,Brooklyn,Downtown Brooklyn,03-06-2018
14614708,Angelica,Manhattan,Greenwich Village,21-10-2018
14615541,Shanise,Brooklyn,Bedford-Stuyvesant,28-05-2017
14616367,Gary,Brooklyn,Crown Heights,02-07-2019
14616377,Jim,Brooklyn,Park Slope,11-06-2019
14619860,Ana,Manhattan,Tribeca,30-11-2017
14622053,Eric,Brooklyn,Sunset Park,30-06-2019
14624028,Gea,Brooklyn,Kensington,19-08-2018
14624128,Casey,Manhattan,East Harlem,30-06-2018
14625676,Michelle,Brooklyn,Gowanus,299-9009-0
14627598,Eric,Manhattan,Harlem,
14627817,Gilbert,Manhattan,East Harlem,17-06-2017
14628080,Brinton,Manhattan,Harlem,03-06-2019
14627819,Rafael,Manhattan,Greenwich Village,01-01-2017
14629018,B,Queens,Long Island City,10-10-2016
14628409,Chana & Chike,Brooklyn,Greenpoint,30-06-2019
14629878,Jackie,Queens,Richmond Hill,31-08-2016
14632080,Amy,Manhattan,,29-12-2018
14633272,Mikey,Brooklyn,Williamsburg,18-04-2019
14633324,Amir,Brooklyn,rilagurmiimm,27-06-2019
14648838,Joshua,Brooklyn,Bushwick,09-10-2018
14633924,A,Queens,Flushing,22-06-2019
14653800,CRNY Monthly Rentals,Manhattan,Midtown,05-10-2018
14653831,Labib,Manhattan,NoHo,27-11-2016
14646562,Lea,Manhattan,West Village,01-07-2019
14648556,Johannes,Manhattan,Harlem,22-06-2019
14654573,Passang,Queens,Sunnyside,20-06-2019
14661553,Mei,Brooklyn,Carroll Gardens,23-06-2019
14663344,Ozgur,Manhattan,Hell's Kitchen,01-01-2018
14666364,Trevor,Manhattan,Hell's Kitchen,24-06-2019
14666899,Colin,Brooklyn,Bushwick,27-08-2016
14670074,Alyson,Manhattan,Hell's Kitchen,17-05-2019
14670215,The Mahogany Suite(Studio Apartment,Brooklyn,East Flatbush,13-05-2019
14670685,Lalla,Brooklyn,Bedford-Stuyvesant,21-09-2018
14672067,Safiyah,Brooklyn,East Flatbush,21-05-2017
14672524,Rocky,Manhattan,Harlem,13-06-2019
14672920,Alex,Brooklyn,Prospect-Lefferts Gardens,23-05-2019
14682338,Ryan,Manhattan,Harlem,19-06-2019
14683118,Annette C,Brooklyn,Flatlands,05-07-2019
14683983,ResortShare5,Manhattan,Midtown,15-05-2019
14684834,Paulette,Queens,Springfield Gardens,19-06-2019
14685187,Ashley,Brooklyn,Clinton Hill,08-06-2019
14665418,Matias,Brooklyn,Williamsburg,27-06-2019
14686954,Jessica,Queens,Elmhurst,22-05-2019
14689860,Josh,Manhattan,Kips Bay,03-05-2017
14690331,Patrick,Manhattan,West Village,20-06-2019
14650584,Josefina,Queens,Sunnyside,28-08-2016
14685276,Jorge,Brooklyn,Bedford-Stuyvesant,16-06-2019
14661771,Alice,Manhattan,Upper East Side,14-06-2019
14691805,Kent,Brooklyn,Bedford-Stuyvesant,01-05-2019
14692426,Richard,Manhattan,Harlem,29-06-2019
14692459,Elem,Manhattan,Upper East Side,04-08-2018
14693952,Han,Manhattan,Hell's Kitchen,07-07-2019
14694588,Pearl,Queens,Flushing,19-05-2019
14695540,Sarah,Brooklyn,Sunset Park,24-06-2019
14696215,William,Manhattan,Kips Bay,24-09-2018
14696542,Kaitlyn,Brooklyn,Bedford-Stuyvesant,06-07-2019
14698446,Amy,Queens,Flushing,16-06-2019
14699186,Marcus,Brooklyn,Kensington,15-11-2016
14703733,Abe,Brooklyn,Prospect-Lefferts Gardens,28-04-2019
14705110,Gene,Manhattan,ec ieerhshrteeit,02-07-2019
14705209,Shruti,Manhattan,Murray Hill,19-06-2019
14706784,Tristan,Brooklyn,Park Slope,03-02-2018
14707466,Nika,Queens,Long Island City,19-06-2019
14707648,Melissa,Queens,Rockaway Beach,07-07-2019
14707675,Raymond,Manhattan,Lower East Side,17-06-2019
14710763,Angelika,Brooklyn,Bedford-Stuyvesant,24-06-2019
14711796,Julia,Manhattan,Financial District,08-06-2019
14712466,Samuel,Brooklyn,East Flatbush,10-10-2016
14713599,Itay,Brooklyn,Williamsburg,01-07-2019
14714093,Wendell,Manhattan,Harlem,18-06-2018
14714894,Laurel,Brooklyn,Bushwick,25-07-2018
14716077,Ashli,Brooklyn,Greenpoint,29-08-2016
14716155,Alan,Brooklyn,Bedford-Stuyvesant,05-05-2019
14716403,Anna,Brooklyn,Williamsburg,25-03-2018
14716586,Alan,Brooklyn,Bedford-Stuyvesant,20-04-2019
14722273,Corporate Housing,Manhattan,Hell's Kitchen,31-03-2019
14721931,Corporate Housing,Manhattan,Hell's Kitchen,31-10-2018
14723039,Shay & Anat,Brooklyn,Bedford-Stuyvesant,90260-09-1
14723166,Sara,Manhattan,Gramercy,05-07-2018
14723697,Jason,Queens,Astoria,04-04-2019
14724015,Jeremy & Laura,Manhattan,Upper West Side,01-04-2018
14724181,Milton,Manhattan,Harlem,01-01-2019
14724479,Jovanni & Natasha,Bronx,Fieldston,17-04-2017
14726498,Waldy,Manhattan,Inwood,31-05-2019
14726699,Shanie,Queens,Jamaica,01-07-2019
14728630,Declan,Brooklyn,Park Slope,19-11-2018
14728788,Via,Brooklyn,Sheepshead Bay,30-07-2018
14730708,Henry,Manhattan,Upper West Side,10-12-2016
14733932,Alan,Brooklyn,Bedford-Stuyvesant,04-05-2019
14737992,Laura,Manhattan,Harlem,05-06-2019
14738709,Kara,Manhattan,Hell's Kitchen,15-11-2018
14741343,Haley,Brooklyn,Prospect-Lefferts Gardens,07-10-2016
14741623,Sarah,Brooklyn,Bedford-Stuyvesant,22-06-2019
14743469,Tuan-Phi,Brooklyn,Bensonhurst,28_-08-2016
14744425,Mustafa,Manhattan,Morningside Heights,10-09-2016
14744735,Tracie,Brooklyn,Greenpoint,15-08-2018
14744794,Laura,Manhattan,Harlem,20-08-2017
14744912,Theodora,Brooklyn,Bushwick,30-04-2018
14745847,Roberto,Manhattan,Midtown,22-06-2019
14747893,Jason,Brooklyn,Clinton Hill,07-11-2016
14746873,Zhur,Queens,Richmond Hill,23-12-2018
14749932,Valentina,Brooklyn,Williamsburg,23-06-2019
14756273,Summer,Queens,Ditmars Steinway,08-08-2018
14756913,Valentina,Brooklyn,voayvttevrfaBoSdrt,22-06-2019
14756990,Dee,Brooklyn,Bushwick,28-11-2018
14757774,Jessica,Brooklyn,Bushwick,23-09-2018
14759511,Nathaniel,Brooklyn,Greenpoint,14-09-2016
