Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Slovenia,Fruits,Online,L,139007365,4223,9.33,6.92,39400.59,29223.16,10177.43
Asia,Sri Lanka,Fruits,Online,H,341459214,4224,9.33,6.92,39409.92,29230.08,10179.84
Europe,Spain,Fruits,Online,M,708548915,4224,9.33,6.92,39409.92,29230.08,10179.84
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,543911063,4225,9.33,6.92,39419.25,29237,10182.25
Australia and Oceania,East Timor,Fruits,Offline,L,421547830,4225,9.33,6.92,39419.25,29237,10182.25
Asia,Sri Lanka,Fruits,Online,H,911000764,4225,9.33,6.92,39419.25,29237,10182.25
Sub-Saharan Africa,Zambia,Fruits,Offline,M,133363997,4225,9.33,6.92,39419.25,29237,10182.25
Australia and Oceania,Federated States of Micronesia,Fruits,Online,M,379273211,4226,9.33,6.92,39428.58,29243.92,10184.66
Asia,Uzbekistan,Fruits,Offline,C,868726146,4226,9.33,6.92,39428.58,29243.92,10184.66
Europe,United Kingdom,Fruits,Offline,H,335815846,4226,9.33,6.92,39428.58,29243.92,10184.66
Europe,Belgium,Fruits,Offline,M,169995248,4226,9.33,6.92,39428.58,29243.92,10184.66
Europe,Bosnia and Herzegovina,Fruits,Offline,H,739536798,4227,9.33,6.92,39437.91,29250.84,10187.07
Asia,Uzbekistan,Fruits,Offline,L,538267695,4227,9.33,6.92,39437.91,29250.84,10187.07
Europe,Switzerland,Fruits,Online,C,617173564,4227,9.33,6.92,39437.91,29250.84,10187.07
North America,Mexico,Fruits,Offline,C,293541228,4227,9.33,6.92,39437.91,29250.84,10187.07
Sub-Saharan Africa,Comoros,Fruits,Online,M,494810330,4227,9.33,6.92,39437.91,29250.84,10187.07
Australia and Oceania,Nauru,Fruits,Online,H,618356311,4228,9.33,6.92,39447.24,29257.76,10189.48
Europe,Greece,Fruits,Online,M,373629844,4228,9.33,6.92,39447.24,29257.76,10189.48
North America,Canada,Fruits,Offline,L,574898946,4228,9.33,6.92,39447.24,29257.76,10189.48
Sub-Saharan Africa,Djibouti,Fruits,Online,M,452535712,4228,9.33,6.92,39447.24,29257.76,10189.48
Asia,Vietnam,Fruits,Offline,M,777350795,4229,9.33,6.92,39456.57,29264.68,10191.89
Central America and the Caribbean,Dominican Republic,Fruits,Online,C,208991992,4230,9.33,6.92,39465.9,29271.6,10194.3
Australia and Oceania,Solomon Islands,Fruits,Offline,C,245623242,4231,9.33,6.92,39475.23,29278.52,10196.71
Europe,Hungary,Fruits,Offline,C,612712943,4231,9.33,6.92,39475.23,29278.52,10196.71
Central America and the Caribbean,Haiti,Fruits,Offline,C,166717374,4231,9.33,6.92,39475.23,29278.52,10196.71
Central America and the Caribbean,Haiti,Fruits,Offline,L,736258924,4232,9.33,6.92,39484.56,29285.44,10199.12
Central America and the Caribbean,Costa Rica,Fruits,Online,M,159891259,4232,9.33,6.92,39484.56,29285.44,10199.12
Australia and Oceania,Palau,Fruits,Online,M,526980960,4232,9.33,6.92,39484.56,29285.44,10199.12
Europe,Kosovo,Fruits,Offline,C,570438325,4232,9.33,6.92,39484.56,29285.44,10199.12
Asia,Bhutan,Fruits,Offline,L,772890174,4233,9.33,6.92,39493.89,29292.36,10201.53
Europe,Latvia,Fruits,Offline,L,239979875,4233,9.33,6.92,39493.89,29292.36,10201.53
Australia and Oceania,Tonga,Fruits,Offline,M,484706342,4233,9.33,6.92,39493.89,29292.36,10201.53
Central America and the Caribbean,Panama,Fruits,Offline,L,693984305,4233,9.33,6.92,39493.89,29292.36,10201.53
Sub-Saharan Africa,Lesotho,Fruits,Offline,C,607069575,4233,9.33,6.92,39493.89,29292.36,10201.53
Asia,Kazakhstan,Fruits,Online,L,118799388,4234,9.33,6.92,39503.22,29299.28,10203.94
Central America and the Caribbean,Honduras,Fruits,Offline,H,975342023,4234,9.33,6.92,39503.22,29299.28,10203.94
Europe,Monaco,Fruits,Online,L,485889089,4234,9.33,6.92,39503.22,29299.28,10203.94
Sub-Saharan Africa,Mali,Fruits,Online,L,564794957,4234,9.33,6.92,39503.22,29299.28,10203.94
Sub-Saharan Africa,Namibia,Fruits,Online,L,522520339,4235,9.33,6.92,39512.55,29306.2,10206.35
Middle East and North Africa,Oman,Fruits,Offline,C,889610040,4235,9.33,6.92,39512.55,29306.2,10206.35
Europe,Liechtenstein,Fruits,Online,M,479062974,4235,9.33,6.92,39512.55,29306.2,10206.35
Middle East and North Africa,Tunisia ,Fruits,Offline,C,565977704,4235,9.33,6.92,39512.55,29306.2,10206.35
Sub-Saharan Africa,Angola,Fruits,Online,H,321251237,4235,9.33,6.92,39512.55,29306.2,10206.35
Europe,Andorra,Fruits,Online,C,523703086,4236,9.33,6.92,39521.88,29313.12,10208.76
Middle East and North Africa,Oman,Fruits,Offline,L,559151589,4236,9.33,6.92,39521.88,29313.12,10208.76
Middle East and North Africa,Somalia,Fruits,Offline,M,516876971,4237,9.33,6.92,39531.21,29320.04,10211.17
Middle East and North Africa,United Arab Emirates,Fruits,Online,L,805060803,4237,9.33,6.92,39531.21,29320.04,10211.17
Asia,Malaysia,Fruits,Offline,H,315607869,4237,9.33,6.92,39531.21,29320.04,10211.17
Sub-Saharan Africa,South Africa,Fruits,Offline,M,437971103,4237,9.33,6.92,39531.21,29320.04,10211.17
Europe,Norway,Fruits,Offline,C,964055287,4238,9.33,6.92,39540.54,29326.96,10213.58
Middle East and North Africa,Syria,Fruits,Offline,M,186418521,4238,9.33,6.92,39540.54,29326.96,10213.58
Sub-Saharan Africa,Senegal,Fruits,Offline,H,719328820,4238,9.33,6.92,39540.54,29326.96,10213.58
Europe,Sweden,Fruits,Online,H,598148334,4239,9.33,6.92,39549.87,29333.88,10215.99
Asia,Mongolia,Fruits,Offline,L,554690968,4239,9.33,6.92,39549.87,29333.88,10215.99
Europe,Vatican City,Fruits,Online,H,886332166,4239,9.33,6.92,39549.87,29333.88,10215.99
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,L,145326650,4240,9.33,6.92,39559.2,29340.8,10218.4
Sub-Saharan Africa,Togo,Fruits,Online,H,634779584,4240,9.33,6.92,39559.2,29340.8,10218.4
Europe,Russia,Fruits,Offline,L,591322219,4240,9.33,6.92,39559.2,29340.8,10218.4
Sub-Saharan Africa,Sudan,Fruits,Online,C,346595752,4240,9.33,6.92,39559.2,29340.8,10218.4
Sub-Saharan Africa,Burkina Faso,Fruits,Online,M,468958985,4240,9.33,6.92,39559.2,29340.8,10218.4
Asia,Singapore,Fruits,Online,M,181957900,4241,9.33,6.92,39568.53,29347.72,10220.81
Asia,Thailand,Fruits,Online,L,470141732,4241,9.33,6.92,39568.53,29347.72,10220.81
Europe,Slovenia,Fruits,Online,L,549047601,4241,9.33,6.92,39568.53,29347.72,10220.81
Sub-Saharan Africa,Uganda,Fruits,Online,C,304321134,4241,9.33,6.92,39568.53,29347.72,10220.81
Europe,Ukraine,Fruits,Online,L,506772983,4242,9.33,6.92,39577.86,29354.64,10223.22
Europe,France,Fruits,Online,H,305503880,4242,9.33,6.92,39577.86,29354.64,10223.22
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,M,672593581,4242,9.33,6.92,39577.86,29354.64,10223.22
Australia and Oceania,Marshall Islands,Fruits,Offline,C,550230348,4242,9.33,6.92,39577.86,29354.64,10223.22
Australia and Oceania,Palau,Fruits,Online,H,838414180,4242,9.33,6.92,39577.86,29354.64,10223.22
Middle East and North Africa,Afghanistan,Fruits,Online,L,427867114,4242,9.33,6.92,39577.86,29354.64,10223.22
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Offline,C,183140647,4242,9.33,6.92,39577.86,29354.64,10223.22
Middle East and North Africa,Egypt,Fruits,Offline,M,385592496,4243,9.33,6.92,39587.19,29361.56,10225.63
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,953951299,4243,9.33,6.92,39587.19,29361.56,10225.63
Australia and Oceania,Palau,Fruits,Online,C,507955729,4243,9.33,6.92,39587.19,29361.56,10225.63
Central America and the Caribbean,Cuba,Fruits,Online,M,710407578,4244,9.33,6.92,39596.52,29368.48,10228.04
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,M,789313447,4244,9.33,6.92,39596.52,29368.48,10228.04
Asia,Uzbekistan,Fruits,Online,H,378766381,4244,9.33,6.92,39596.52,29368.48,10228.04
Australia and Oceania,Papua New Guinea,Fruits,Online,L,177497279,4244,9.33,6.92,39596.52,29368.48,10228.04
Asia,Bhutan,Fruits,Offline,L,423406493,4245,9.33,6.92,39605.85,29375.4,10230.45
Sub-Saharan Africa,Guinea,Fruits,Offline,C,869402062,4245,9.33,6.92,39605.85,29375.4,10230.45
Europe,Latvia,Fruits,Offline,C,790496194,4245,9.33,6.92,39605.85,29375.4,10230.45
Central America and the Caribbean,Grenada,Fruits,Online,M,668132960,4245,9.33,6.92,39605.85,29375.4,10230.45
Middle East and North Africa,Azerbaijan,Fruits,Offline,C,336491763,4245,9.33,6.92,39605.85,29375.4,10230.45
Central America and the Caribbean,Cuba,Fruits,Online,M,379949128,4245,9.33,6.92,39605.85,29375.4,10230.45
Middle East and North Africa,Iran,Fruits,Offline,H,624675595,4245,9.33,6.92,39605.85,29375.4,10230.45
Middle East and North Africa,Kuwait,Fruits,Online,C,582400977,4246,9.33,6.92,39615.18,29382.32,10232.86
Sub-Saharan Africa,Liberia,Fruits,Offline,L,827127444,4246,9.33,6.92,39615.18,29382.32,10232.86
Asia,Brunei,Fruits,Offline,M,992948043,4246,9.33,6.92,39615.18,29382.32,10232.86
Europe,Ireland,Fruits,Offline,M,171853911,4246,9.33,6.92,39615.18,29382.32,10232.86
Middle East and North Africa,Morocco,Fruits,Online,H,870584809,4246,9.33,6.92,39615.18,29382.32,10232.86
Europe,Macedonia,Fruits,Offline,L,748221576,4246,9.33,6.92,39615.18,29382.32,10232.86
Central America and the Caribbean,Dominican Republic,Fruits,Online,C,619032227,4247,9.33,6.92,39624.51,29389.24,10235.27
Europe,Italy,Fruits,Offline,M,741395461,4247,9.33,6.92,39624.51,29389.24,10235.27
Sub-Saharan Africa,Guinea-Bissau,Fruits,Offline,M,208485162,4247,9.33,6.92,39624.51,29389.24,10235.27
Central America and the Caribbean,Jamaica,Fruits,Offline,H,295399892,4247,9.33,6.92,39624.51,29389.24,10235.27
Sub-Saharan Africa,Niger,Fruits,Online,L,742578208,4248,9.33,6.92,39633.84,29396.16,10237.68
Central America and the Caribbean,Dominican Republic,Fruits,Online,L,288573777,4248,9.33,6.92,39633.84,29396.16,10237.68
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,L,130762040,4248,9.33,6.92,39633.84,29396.16,10237.68
Sub-Saharan Africa,Madagascar,Fruits,Offline,M,166210544,4248,9.33,6.92,39633.84,29396.16,10237.68
Central America and the Caribbean,Nicaragua,Fruits,Offline,C,864941442,4248,9.33,6.92,39633.84,29396.16,10237.68
Europe,Malta,Fruits,Online,M,987304675,4248,9.33,6.92,39633.84,29396.16,10237.68
Central America and the Caribbean,Haiti,Fruits,Offline,L,246299159,4249,9.33,6.92,39643.17,29403.08,10240.09
Europe,Luxembourg,Fruits,Offline,H,368662393,4249,9.33,6.92,39643.17,29403.08,10240.09
Sub-Saharan Africa,Mauritius ,Fruits,Online,M,123935925,4249,9.33,6.92,39643.17,29403.08,10240.09
Middle East and North Africa,Syria,Fruits,Offline,L,167393290,4249,9.33,6.92,39643.17,29403.08,10240.09
Central America and the Caribbean,Honduras,Fruits,Offline,M,815840709,4250,9.33,6.92,39652.5,29410,10242.5
Middle East and North Africa,Qatar,Fruits,Online,M,448751008,4250,9.33,6.92,39652.5,29410,10242.5
Sub-Saharan Africa,Nigeria,Fruits,Online,H,981661307,4250,9.33,6.92,39652.5,29410,10242.5
Asia,Kyrgyzstan,Fruits,Online,C,247481906,4250,9.33,6.92,39652.5,29410,10242.5
Middle East and North Africa,Yemen,Fruits,Offline,L,125118672,4250,9.33,6.92,39652.5,29410,10242.5
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,L,492208373,4250,9.33,6.92,39652.5,29410,10242.5
Europe,Norway,Fruits,Online,H,614571607,4250,9.33,6.92,39652.5,29410,10242.5
Central America and the Caribbean,Panama,Fruits,Offline,L,204024541,4250,9.33,6.92,39652.5,29410,10242.5
Sub-Saharan Africa,Senegal,Fruits,Offline,M,369845139,4250,9.33,6.92,39652.5,29410,10242.5
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,L,161749923,4251,9.33,6.92,39661.83,29416.92,10244.91
Asia,Mongolia,Fruits,Online,C,205207288,4251,9.33,6.92,39661.83,29416.92,10244.91
Middle East and North Africa,Qatar,Fruits,Offline,H,118292558,4251,9.33,6.92,39661.83,29416.92,10244.91
Sub-Saharan Africa,Cape Verde,Fruits,Online,L,738117587,4251,9.33,6.92,39661.83,29416.92,10244.91
Asia,Laos,Fruits,Online,L,486565005,4252,9.33,6.92,39671.16,29423.84,10247.32
Sub-Saharan Africa,Angola,Fruits,Online,M,731291472,4252,9.33,6.92,39671.16,29423.84,10247.32
Europe,Austria,Fruits,Online,M,652385604,4252,9.33,6.92,39671.16,29423.84,10247.32
Europe,Poland,Fruits,Online,L,853654706,4252,9.33,6.92,39671.16,29423.84,10247.32
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,L,278469789,4253,9.33,6.92,39680.49,29430.76,10249.73
Europe,Andorra,Fruits,Online,C,933743321,4254,9.33,6.92,39689.82,29437.68,10252.14
Australia and Oceania,Australia,Fruits,Online,H,243021285,4254,9.33,6.92,39689.82,29437.68,10252.14
Europe,Bulgaria,Fruits,Online,H,610110986,4254,9.33,6.92,39689.82,29437.68,10252.14
Sub-Saharan Africa,Central African Republic,Fruits,Online,M,977200686,4254,9.33,6.92,39689.82,29437.68,10252.14
North America,Greenland,Fruits,Online,C,445473134,4255,9.33,6.92,39699.15,29444.6,10254.55
Sub-Saharan Africa,Burundi,Fruits,Online,H,358558404,4255,9.33,6.92,39699.15,29444.6,10254.55
Asia,Nepal,Fruits,Offline,M,113831937,4255,9.33,6.92,39699.15,29444.6,10254.55
Europe,Belgium,Fruits,Online,L,561010253,4256,9.33,6.92,39708.48,29451.52,10256.96
Sub-Saharan Africa,Eritrea,Fruits,Offline,H,892651450,4256,9.33,6.92,39708.48,29451.52,10256.96
Asia,Nepal,Fruits,Offline,H,683373486,4256,9.33,6.92,39708.48,29451.52,10256.96
Europe,Estonia,Fruits,Offline,C,237377917,4256,9.33,6.92,39708.48,29451.52,10256.96
Sub-Saharan Africa,Tanzania,Fruits,Online,M,805736720,4256,9.33,6.92,39708.48,29451.52,10256.96
Sub-Saharan Africa,Zambia,Fruits,Online,L,193920552,4256,9.33,6.92,39708.48,29451.52,10256.96
Europe,Sweden,Fruits,Online,H,108188569,4257,9.33,6.92,39717.81,29458.44,10259.37
Sub-Saharan Africa,Comoros,Fruits,Offline,C,885825335,4257,9.33,6.92,39717.81,29458.44,10259.37
Sub-Saharan Africa,Ethiopia,Fruits,Online,H,562193000,4257,9.33,6.92,39717.81,29458.44,10259.37
Sub-Saharan Africa,Djibouti,Fruits,Offline,C,274009168,4257,9.33,6.92,39717.81,29458.44,10259.37
North America,United States of America,Fruits,Online,H,354097783,4258,9.33,6.92,39727.14,29465.36,10261.78
Europe,Greece,Fruits,Online,L,764644849,4258,9.33,6.92,39727.14,29465.36,10261.78
Sub-Saharan Africa,Gabon,Fruits,Online,C,231734549,4258,9.33,6.92,39727.14,29465.36,10261.78
Europe,Finland,Fruits,Offline,L,476461017,4258,9.33,6.92,39727.14,29465.36,10261.78
Central America and the Caribbean,Dominica,Fruits,Offline,M,600006997,4259,9.33,6.92,39736.47,29472.28,10264.19
Europe,France,Fruits,Offline,M,146002566,4259,9.33,6.92,39736.47,29472.28,10264.19
Sub-Saharan Africa,Gabon,Fruits,Online,L,801276099,4259,9.33,6.92,39736.47,29472.28,10264.19
Central America and the Caribbean,Belize,Fruits,Offline,H,311823165,4259,9.33,6.92,39736.47,29472.28,10264.19
Asia,Vietnam,Fruits,Online,C,268365800,4259,9.33,6.92,39736.47,29472.28,10264.19
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,C,189459931,4259,9.33,6.92,39736.47,29472.28,10264.19
Middle East and North Africa,Afghanistan,Fruits,Online,L,837907350,4260,9.33,6.92,39745.8,29479.2,10266.6
Europe,France,Fruits,Offline,H,715544116,4260,9.33,6.92,39745.8,29479.2,10266.6
Central America and the Caribbean,Costa Rica,Fruits,Offline,C,881364715,4260,9.33,6.92,39745.8,29479.2,10266.6
Europe,Hungary,Fruits,Online,M,103727948,4260,9.33,6.92,39745.8,29479.2,10266.6
Australia and Oceania,Solomon Islands,Fruits,Online,H,636638247,4260,9.33,6.92,39745.8,29479.2,10266.6
Europe,Lithuania,Fruits,Offline,L,680095613,4260,9.33,6.92,39745.8,29479.2,10266.6
Sub-Saharan Africa,Kenya,Fruits,Online,M,428543031,4261,9.33,6.92,39755.13,29486.12,10269.01
Australia and Oceania,Tonga,Fruits,Online,C,306179797,4261,9.33,6.92,39755.13,29486.12,10269.01
Europe,Lithuania,Fruits,Offline,M,349637162,4261,9.33,6.92,39755.13,29486.12,10269.01
Europe,Hungary,Fruits,Online,H,673269498,4261,9.33,6.92,39755.13,29486.12,10269.01
Sub-Saharan Africa,The Gambia,Fruits,Online,M,140359199,4261,9.33,6.92,39755.13,29486.12,10269.01
Central America and the Caribbean,El Salvador,Fruits,Online,C,839090096,4261,9.33,6.92,39755.13,29486.12,10269.01
Central America and the Caribbean,Haiti,Fruits,Online,C,227273929,4261,9.33,6.92,39755.13,29486.12,10269.01
Middle East and North Africa,Libya,Fruits,Offline,L,472000396,4261,9.33,6.92,39755.13,29486.12,10269.01
Sub-Saharan Africa,Nigeria,Fruits,Online,L,962636077,4262,9.33,6.92,39764.46,29493.04,10271.42
Australia and Oceania,Tonga,Fruits,Online,C,875721347,4262,9.33,6.92,39764.46,29493.04,10271.42
Europe,Luxembourg,Fruits,Offline,H,919178712,4262,9.33,6.92,39764.46,29493.04,10271.42
Central America and the Caribbean,Cuba,Fruits,Offline,L,220447814,4262,9.33,6.92,39764.46,29493.04,10271.42
Middle East and North Africa,Jordan,Fruits,Offline,M,753358113,4262,9.33,6.92,39764.46,29493.04,10271.42
Europe,Norway,Fruits,Online,H,265087926,4263,9.33,6.92,39773.79,29499.96,10273.83
Asia,India,Fruits,Offline,C,221630561,4263,9.33,6.92,39773.79,29499.96,10273.83
Central America and the Caribbean,Honduras,Fruits,Online,L,466357028,4263,9.33,6.92,39773.79,29499.96,10273.83
Australia and Oceania,Tuvalu,Fruits,Online,L,545262897,4263,9.33,6.92,39773.79,29499.96,10273.83
Middle East and North Africa,Turkey,Fruits,Offline,H,626534259,4265,9.33,6.92,39792.45,29513.8,10278.65
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,871260726,4265,9.33,6.92,39792.45,29513.8,10278.65
Asia,Malaysia,Fruits,Online,L,706622874,4266,9.33,6.92,39801.78,29520.72,10281.06
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,540802276,4266,9.33,6.92,39801.78,29520.72,10281.06
Middle East and North Africa,United Arab Emirates,Fruits,Offline,C,865617358,4267,9.33,6.92,39811.11,29527.64,10283.47
Europe,Belgium,Fruits,Online,H,541985023,4267,9.33,6.92,39811.11,29527.64,10283.47
Sub-Saharan Africa,Cameroon,Fruits,Online,H,909074723,4267,9.33,6.92,39811.11,29527.64,10283.47
Sub-Saharan Africa,Tanzania,Fruits,Offline,C,786711490,4267,9.33,6.92,39811.11,29527.64,10283.47
Asia,Maldives,Fruits,Online,M,376164424,4267,9.33,6.92,39811.11,29527.64,10283.47
Asia,South Korea,Fruits,Offline,H,987980592,4267,9.33,6.92,39811.11,29527.64,10283.47
Sub-Saharan Africa,Senegal,Fruits,Online,L,210343825,4267,9.33,6.92,39811.11,29527.64,10283.47
Sub-Saharan Africa,South Sudan,Fruits,Offline,L,168069207,4268,9.33,6.92,39820.44,29534.56,10285.88
Europe,Cyprus,Fruits,Online,C,499710404,4268,9.33,6.92,39820.44,29534.56,10285.88
Sub-Saharan Africa,Comoros,Fruits,Online,H,866800105,4268,9.33,6.92,39820.44,29534.56,10285.88
Middle East and North Africa,Yemen,Fruits,Offline,L,535158908,4268,9.33,6.92,39820.44,29534.56,10285.88
Sub-Saharan Africa,Botswana,Fruits,Offline,C,290432441,4268,9.33,6.92,39820.44,29534.56,10285.88
Asia,Kyrgyzstan,Fruits,Online,H,657522141,4268,9.33,6.92,39820.44,29534.56,10285.88
Europe,Austria,Fruits,Offline,L,492884290,4269,9.33,6.92,39829.77,29541.48,10288.29
Europe,Vatican City,Fruits,Offline,M,946888720,4269,9.33,6.92,39829.77,29541.48,10288.29
Europe,Bosnia and Herzegovina,Fruits,Online,L,781068122,4269,9.33,6.92,39829.77,29541.48,10288.29
Europe,Slovakia,Fruits,Offline,H,370521056,4269,9.33,6.92,39829.77,29541.48,10288.29
Europe,Czech Republic,Fruits,Online,C,169251954,4269,9.33,6.92,39829.77,29541.48,10288.29
Sub-Saharan Africa,Cape Verde,Fruits,Online,C,248157823,4269,9.33,6.92,39829.77,29541.48,10288.29
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,C,536341655,4269,9.33,6.92,39829.77,29541.48,10288.29
Asia,Thailand,Fruits,Offline,C,861156737,4270,9.33,6.92,39839.1,29548.4,10290.7
Europe,Bulgaria,Fruits,Online,M,120151221,4271,9.33,6.92,39848.43,29555.32,10293.11
Sub-Saharan Africa,The Gambia,Fruits,Offline,C,451792418,4271,9.33,6.92,39848.43,29555.32,10293.11
Australia and Oceania,Australia,Fruits,Online,H,653061521,4271,9.33,6.92,39848.43,29555.32,10293.11
Europe,Hungary,Fruits,Offline,L,984702718,4271,9.33,6.92,39848.43,29555.32,10293.11
Middle East and North Africa,Bahrain,Fruits,Online,H,207065951,4271,9.33,6.92,39848.43,29555.32,10293.11
Sub-Saharan Africa,Uganda,Fruits,Offline,H,364877688,4271,9.33,6.92,39848.43,29555.32,10293.11
Australia and Oceania,Marshall Islands,Fruits,Online,M,941245353,4271,9.33,6.92,39848.43,29555.32,10293.11
Sub-Saharan Africa,Kenya,Fruits,Online,L,409517800,4272,9.33,6.92,39857.76,29562.24,10295.52
Asia,Turkmenistan,Fruits,Offline,L,200239837,4272,9.33,6.92,39857.76,29562.24,10295.52
Australia and Oceania,Tonga,Fruits,Offline,H,856696116,4273,9.33,6.92,39867.09,29569.16,10297.93
Europe,Iceland,Fruits,Offline,M,323785817,4273,9.33,6.92,39867.09,29569.16,10297.93
Central America and the Caribbean,The Bahamas,Fruits,Online,C,813238751,4273,9.33,6.92,39867.09,29569.16,10297.93
Australia and Oceania,Federated States of Micronesia,Fruits,Online,C,280328452,4273,9.33,6.92,39867.09,29569.16,10297.93
Central America and the Caribbean,El Salvador,Fruits,Offline,H,489606416,4273,9.33,6.92,39867.09,29569.16,10297.93
Asia,Bhutan,Fruits,Online,H,814421498,4274,9.33,6.92,39876.42,29576.08,10300.34
Australia and Oceania,Papua New Guinea,Fruits,Offline,C,238053834,4274,9.33,6.92,39876.42,29576.08,10300.34
Europe,Ireland,Fruits,Offline,H,893327367,4274,9.33,6.92,39876.42,29576.08,10300.34
Sub-Saharan Africa,Malawi,Fruits,Online,M,936784732,4274,9.33,6.92,39876.42,29576.08,10300.34
Europe,Latvia,Fruits,Online,H,281511199,4274,9.33,6.92,39876.42,29576.08,10300.34
Middle East and North Africa,Jordan,Fruits,Offline,L,403874433,4274,9.33,6.92,39876.42,29576.08,10300.34
Europe,Macedonia,Fruits,Online,H,239236581,4275,9.33,6.92,39885.75,29583,10302.75
Europe,Liechtenstein,Fruits,Online,H,851052749,4275,9.33,6.92,39885.75,29583,10302.75
Central America and the Caribbean,Jamaica,Fruits,Online,C,116873347,4275,9.33,6.92,39885.75,29583,10302.75
Central America and the Caribbean,Dominica,Fruits,Offline,L,440505683,4275,9.33,6.92,39885.75,29583,10302.75
Central America and the Caribbean,Guatemala,Fruits,Offline,M,398231065,4276,9.33,6.92,39895.08,29589.92,10305.16
Europe,Liechtenstein,Fruits,Online,C,520594298,4276,9.33,6.92,39895.08,29589.92,10305.16
Sub-Saharan Africa,Liberia,Fruits,Online,C,887683999,4276,9.33,6.92,39895.08,29589.92,10305.16
Middle East and North Africa,Kuwait,Fruits,Offline,H,642957532,4276,9.33,6.92,39895.08,29589.92,10305.16
Middle East and North Africa,Saudi Arabia,Fruits,Online,M,319325196,4277,9.33,6.92,39904.41,29596.84,10307.57
Europe,Montenegro,Fruits,Offline,H,196961963,4277,9.33,6.92,39904.41,29596.84,10307.57
Central America and the Caribbean,Saint Lucia,Fruits,Online,M,644140279,4278,9.33,6.92,39913.74,29603.76,10309.98
Central America and the Caribbean,Nicaragua,Fruits,Online,M,355956447,4278,9.33,6.92,39913.74,29603.76,10309.98
Asia,South Korea,Fruits,Offline,L,399413812,4278,9.33,6.92,39913.74,29603.76,10309.98
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,H,521777045,4278,9.33,6.92,39913.74,29603.76,10309.98
Asia,Indonesia,Fruits,Online,L,111229979,4278,9.33,6.92,39913.74,29603.76,10309.98
Sub-Saharan Africa,Senegal,Fruits,Online,C,191318595,4279,9.33,6.92,39923.07,29610.68,10312.39
Europe,Netherlands,Fruits,Offline,L,436045062,4279,9.33,6.92,39923.07,29610.68,10312.39
Sub-Saharan Africa,Mauritius ,Fruits,Offline,L,514950931,4279,9.33,6.92,39923.07,29610.68,10312.39
Central America and the Caribbean,Nicaragua,Fruits,Online,H,925497996,4279,9.33,6.92,39923.07,29610.68,10312.39
Asia,Bangladesh,Fruits,Online,H,104403865,4279,9.33,6.92,39923.07,29610.68,10312.39
Sub-Saharan Africa,Mauritius ,Fruits,Offline,M,184492480,4280,9.33,6.92,39932.4,29617.6,10314.8
Sub-Saharan Africa,South Sudan,Fruits,Online,C,149043977,4280,9.33,6.92,39932.4,29617.6,10314.8
Sub-Saharan Africa,Senegal,Fruits,Online,L,760860145,4280,9.33,6.92,39932.4,29617.6,10314.8
Middle East and North Africa,Syria,Fruits,Online,C,227949845,4280,9.33,6.92,39932.4,29617.6,10314.8
Europe,Austria,Fruits,Offline,C,473859059,4281,9.33,6.92,39941.73,29624.52,10317.21
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,H,840948760,4281,9.33,6.92,39941.73,29624.52,10317.21
Asia,Kazakhstan,Fruits,Offline,H,919854629,4281,9.33,6.92,39941.73,29624.52,10317.21
Middle East and North Africa,Tunisia ,Fruits,Online,L,797491395,4281,9.33,6.92,39941.73,29624.52,10317.21
Middle East and North Africa,Yemen,Fruits,Online,C,185675227,4281,9.33,6.92,39941.73,29624.52,10317.21
Middle East and North Africa,Qatar,Fruits,Online,L,509307563,4281,9.33,6.92,39941.73,29624.52,10317.21
Europe,Monaco,Fruits,Offline,H,386944329,4281,9.33,6.92,39941.73,29624.52,10317.21
Asia,Laos,Fruits,Offline,C,877580010,4282,9.33,6.92,39951.06,29631.44,10319.62
Europe,Slovenia,Fruits,Online,M,921037375,4282,9.33,6.92,39951.06,29631.44,10319.62
Sub-Saharan Africa,Togo,Fruits,Offline,L,676310908,4282,9.33,6.92,39951.06,29631.44,10319.62
Sub-Saharan Africa,Angola,Fruits,Offline,L,222306478,4282,9.33,6.92,39951.06,29631.44,10319.62
Asia,Malaysia,Fruits,Offline,C,547121560,4283,9.33,6.92,39960.39,29638.36,10322.03
Europe,San Marino,Fruits,Online,H,302395093,4283,9.33,6.92,39960.39,29638.36,10322.03
